Year,Characteristic,Intensity,Value
Year,Characteristic,Intensity,Value
2019,Humidity,Medium,0.97
2019,Temperature,High,3.29
2019,Wind,11-20,4.85
2019,Humidity,21-30,5.57
2019,Temperature,31-40,5.43
2019,Wind,Breeze,7.53
2019,Humidity,Storm,3.81
2019,Temperature,Medium,9.87
2019,Wind,High,9.14
2020,Humidity,Medium,13.64
2020,Temperature,High,16.62
2020,Wind,11-20,16.07
2020,Humidity,21-30,19.9
2020,Temperature,31-40,20.36
2020,Wind,Breeze,22.23
2020,Humidity,Storm,25.96
2020,Temperature,Medium,25.98
2020,Wind,High,25.77
