Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Service,School,Q3,September,Florida,Tampa,6.28
Service,School,Q1,August,Florida,Tampa,7.28
Service,School,Q3,July,Florida,Tampa,13.15
Service,School,Q1,January,Florida,Tampa,19.99
Service,School,Q3,March,Florida,Tampa,29.73
Service,School,Q1,September,Florida,Tampa,30.77
Residential,Administration,Q3,September,Florida,Tampa,31.42
Residential,Administration,Q1,August,Florida,Tampa,32.37
Residential,Administration,Q3,July,Florida,Tampa,36.15
Residential,Administration,Q1,January,Florida,Tampa,43.47
Residential,Administration,Q3,March,Florida,Tampa,44.77
Residential,Administration,Q1,September,Florida,Tampa,46.17
Service,House,Q3,September,Florida,Tampa,47.5
Service,House,Q1,August,Florida,Tampa,46.57
Service,House,Q3,July,Florida,Tampa,54.69
Service,House,Q1,January,Florida,Tampa,55.16
Service,House,Q3,March,Florida,Tampa,55.67
Service,House,Q1,September,Florida,Tampa,61.45
Residential,Apartment,Q3,September,Florida,Tampa,62.91
Residential,Apartment,Q1,August,Florida,Tampa,66.76
Residential,Apartment,Q3,July,Florida,Tampa,76.23
Residential,Apartment,Q1,January,Florida,Tampa,94.71
Residential,Apartment,Q3,March,Florida,Tampa,96.1
Residential,Apartment,Q1,September,Florida,Tampa,98.31
