Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Production,Factory,Q3,July,Georgia,Albany,2.66
Production,Factory,Q4,August,Maryland,Columbus,4.74
Production,Factory,Q2,September,Georgia,Aberdeen,6.87
Production,Factory,Q3,October,Maryland,Baltimore,7.91
Production,Factory,Q4,December,Georgia,Albany,6.31
Production,Factory,Q2,November,Maryland,Columbus,7.02
Production,Factory,Q3,April,Georgia,Aberdeen,10.91
Production,Factory,Q4,June,Maryland,Baltimore,11.65
Production,Factory,Q2,July,Georgia,Albany,12.35
Culture,Workshop,Q3,July,Georgia,Albany,12.01
Culture,Workshop,Q4,August,Maryland,Columbus,14.57
Culture,Workshop,Q2,September,Georgia,Aberdeen,15.53
Culture,Workshop,Q3,October,Maryland,Baltimore,16.54
Culture,Workshop,Q4,December,Georgia,Albany,14.66
Culture,Workshop,Q2,November,Maryland,Columbus,18.35
Culture,Workshop,Q3,April,Georgia,Aberdeen,21.19
Culture,Workshop,Q4,June,Maryland,Baltimore,22.58
Culture,Workshop,Q2,July,Georgia,Albany,23.47
Residential,Concert,Q3,July,Georgia,Albany,23.79
Residential,Concert,Q4,August,Maryland,Columbus,25.93
Residential,Concert,Q2,September,Georgia,Aberdeen,30.74
Residential,Concert,Q3,October,Maryland,Baltimore,35.23
Residential,Concert,Q4,December,Georgia,Albany,36.61
Residential,Concert,Q2,November,Maryland,Columbus,37.66
Residential,Concert,Q3,April,Georgia,Aberdeen,8.96
Residential,Concert,Q4,June,Maryland,Baltimore,59.6
Residential,Concert,Q2,July,Georgia,Albany,43.42
Production,Theatre,Q3,July,Georgia,Albany,43.13
Production,Theatre,Q4,August,Maryland,Columbus,46.34
Production,Theatre,Q2,September,Georgia,Aberdeen,48.31
Production,Theatre,Q3,October,Maryland,Baltimore,49.79
Production,Theatre,Q4,December,Georgia,Albany,53.32
Production,Theatre,Q2,November,Maryland,Columbus,56.1
Production,Theatre,Q3,April,Georgia,Aberdeen,56.19
Production,Theatre,Q4,June,Maryland,Baltimore,58.86
Production,Theatre,Q2,July,Georgia,Albany,59.7
Culture,Hotel,Q3,July,Georgia,Albany,60.37
Culture,Hotel,Q4,August,Maryland,Columbus,59.89
Culture,Hotel,Q2,September,Georgia,Aberdeen,59.63
Culture,Hotel,Q3,October,Maryland,Baltimore,59.03
Culture,Hotel,Q4,December,Georgia,Albany,60.26
Culture,Hotel,Q2,November,Maryland,Columbus,63.45
Culture,Hotel,Q3,April,Georgia,Aberdeen,66.85
Culture,Hotel,Q4,June,Maryland,Baltimore,67.05
Culture,Hotel,Q2,July,Georgia,Albany,68.66
Residential,Apartment,Q3,July,Georgia,Albany,69.52
Residential,Apartment,Q4,August,Maryland,Columbus,61.25
Residential,Apartment,Q2,September,Georgia,Aberdeen,71.32
Residential,Apartment,Q3,October,Maryland,Baltimore,77.91
Residential,Apartment,Q4,December,Georgia,Albany,78.81
Residential,Apartment,Q2,November,Maryland,Columbus,82.03
Residential,Apartment,Q3,April,Georgia,Aberdeen,83.5
Residential,Apartment,Q4,June,Maryland,Baltimore,84.84
Residential,Apartment,Q2,July,Georgia,Albany,89.42
Production,House,Q3,July,Georgia,Albany,89.1
Production,House,Q4,August,Maryland,Columbus,91.01
Production,House,Q2,September,Georgia,Aberdeen,90.45
Production,House,Q3,October,Maryland,Baltimore,95.44
Production,House,Q4,December,Georgia,Albany,95.49
Production,House,Q2,November,Maryland,Columbus,95.15
Production,House,Q3,April,Georgia,Aberdeen,98.85
Production,House,Q4,June,Maryland,Baltimore,99.33
Production,House,Q2,July,Georgia,Albany,97.17
