Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Export,2018,Q3,Beverage,Soda,266.22
Export,2018,Q3,Meat,Tea,778.9
Export,2018,Q3,Dairy,Pork,266.29
Export,2018,Q3,Beverage,Beef,394.76
Export,2018,Q3,Meat,Lamb,15.41
Export,2018,Q3,Dairy,Cheese,786.15
Export,2018,Q3,Beverage,Milk,792.88
Export,2018,Q3,Meat,Cream,280.51
Export,2018,Q3,Dairy,Soda,924.8
Export,2020,Q3,Beverage,Soda,412.36
Export,2020,Q3,Meat,Tea,158.83
Export,2020,Q3,Dairy,Pork,800.58
Export,2020,Q3,Beverage,Beef,421.95
Export,2020,Q3,Meat,Lamb,425.09
Export,2020,Q3,Dairy,Cheese,940.62
Export,2020,Q3,Beverage,Milk,305.06
Export,2020,Q3,Meat,Cream,564.16
Export,2020,Q3,Dairy,Soda,181.56
Export,2019,Q3,Beverage,Soda,182.3
Export,2019,Q3,Meat,Tea,569.06
Export,2019,Q3,Dairy,Pork,570.17
Export,2019,Q3,Beverage,Beef,826.48
Export,2019,Q3,Meat,Lamb,444.32
Export,2019,Q3,Dairy,Cheese,833.22
Export,2019,Q3,Beverage,Milk,193.18
Export,2019,Q3,Meat,Cream,965.53
Export,2019,Q3,Dairy,Soda,582.56
Export,2018,Q3,Beverage,Soda,200.12
Export,2018,Q3,Meat,Tea,842.89
Export,2018,Q3,Dairy,Pork,202.56
Export,2018,Q3,Beverage,Beef,460.27
Export,2018,Q3,Meat,Lamb,588.15
Export,2018,Q3,Dairy,Cheese,332.72
Export,2018,Q3,Beverage,Milk,469.36
Export,2018,Q3,Meat,Cream,598.15
Export,2018,Q3,Dairy,Soda,862.66
Export,2020,Q3,Beverage,Soda,992.88
Export,2020,Q3,Meat,Tea,353.55
Export,2020,Q3,Dairy,Pork,870.98
Export,2020,Q3,Beverage,Beef,745.65
Export,2020,Q3,Meat,Lamb,491.53
Export,2020,Q3,Dairy,Cheese,495.47
Export,2020,Q3,Beverage,Milk,240.98
Export,2020,Q3,Meat,Cream,125.15
Export,2020,Q3,Dairy,Soda,382.63
