Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Service,Library,Q2,June,Illinois,Chicago,2.09
Service,Library,Q1,April,California,San Francisco,3.31
Service,Library,Q4,May,Illinois,Chicago,6.5
Service,Library,Q2,February,California,San Francisco,9.55
Service,Library,Q1,January,Illinois,Chicago,13.28
Service,Library,Q4,October,California,San Francisco,14.11
Service,Library,Q2,December,Illinois,Chicago,16.44
Service,Library,Q1,June,California,San Francisco,17.74
Service,Library,Q4,April,Illinois,Chicago,18.89
Culture,Administration,Q2,June,Illinois,Chicago,19.57
Culture,Administration,Q1,April,California,San Francisco,18.19
Culture,Administration,Q4,May,Illinois,Chicago,17.09
Culture,Administration,Q2,February,California,San Francisco,17.71
Culture,Administration,Q1,January,Illinois,Chicago,21.3
Culture,Administration,Q4,October,California,San Francisco,24.11
Culture,Administration,Q2,December,Illinois,Chicago,25.41
Culture,Administration,Q1,June,California,San Francisco,25.71
Culture,Administration,Q4,April,Illinois,Chicago,27.74
Residential,Hospital,Q2,June,Illinois,Chicago,24.4
Residential,Hospital,Q1,April,California,San Francisco,29.87
Residential,Hospital,Q4,May,Illinois,Chicago,25.37
Residential,Hospital,Q2,February,California,San Francisco,31.14
Residential,Hospital,Q1,January,Illinois,Chicago,33.21
Residential,Hospital,Q4,October,California,San Francisco,33.92
Residential,Hospital,Q2,December,Illinois,Chicago,35.25
Residential,Hospital,Q1,June,California,San Francisco,36.21
Residential,Hospital,Q4,April,Illinois,Chicago,37.52
Service,Museum,Q2,June,Illinois,Chicago,37.26
Service,Museum,Q1,April,California,San Francisco,36.22
Service,Museum,Q4,May,Illinois,Chicago,40.1
Service,Museum,Q2,February,California,San Francisco,40.41
Service,Museum,Q1,January,Illinois,Chicago,42.79
Service,Museum,Q4,October,California,San Francisco,43.44
Service,Museum,Q2,December,Illinois,Chicago,43.99
Service,Museum,Q1,June,California,San Francisco,43.69
Service,Museum,Q4,April,Illinois,Chicago,42.93
Culture,Concert,Q2,June,Illinois,Chicago,49.12
Culture,Concert,Q1,April,California,San Francisco,52.56
Culture,Concert,Q4,May,Illinois,Chicago,54.22
Culture,Concert,Q2,February,California,San Francisco,57.04
Culture,Concert,Q1,January,Illinois,Chicago,60.99
Culture,Concert,Q4,October,California,San Francisco,61.22
Culture,Concert,Q2,December,Illinois,Chicago,67.22
Culture,Concert,Q1,June,California,San Francisco,68.36
Culture,Concert,Q4,April,Illinois,Chicago,69.17
Residential,House,Q2,June,Illinois,Chicago,67.74
Residential,House,Q1,April,California,San Francisco,71.79
Residential,House,Q4,May,Illinois,Chicago,68.13
Residential,House,Q2,February,California,San Francisco,73.49
Residential,House,Q1,January,Illinois,Chicago,73.6
Residential,House,Q4,October,California,San Francisco,74.63
Residential,House,Q2,December,Illinois,Chicago,76.18
Residential,House,Q1,June,California,San Francisco,77.31
Residential,House,Q4,April,Illinois,Chicago,73.77
Service,Hotel,Q2,June,Illinois,Chicago,79.65
Service,Hotel,Q1,April,California,San Francisco,80.79
Service,Hotel,Q4,May,Illinois,Chicago,72.59
Service,Hotel,Q2,February,California,San Francisco,73.79
Service,Hotel,Q1,January,Illinois,Chicago,80.62
Service,Hotel,Q4,October,California,San Francisco,83.48
Service,Hotel,Q2,December,Illinois,Chicago,85.37
Service,Hotel,Q1,June,California,San Francisco,86.62
Service,Hotel,Q4,April,Illinois,Chicago,86.9
Culture,Apartment,Q2,June,Illinois,Chicago,88.45
Culture,Apartment,Q1,April,California,San Francisco,89.16
Culture,Apartment,Q4,May,Illinois,Chicago,90.47
Culture,Apartment,Q2,February,California,San Francisco,89.75
Culture,Apartment,Q1,January,Illinois,Chicago,93.41
Culture,Apartment,Q4,October,California,San Francisco,94.47
Culture,Apartment,Q2,December,Illinois,Chicago,99.47
Culture,Apartment,Q1,June,California,San Francisco,72.23
Culture,Apartment,Q4,April,Illinois,Chicago,76.32
