Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Culture,Concert,Q3,September,California,Los-Angeles,2.23
Culture,Concert,Q2,July,California,Los-Angeles,3.38
Culture,Concert,Q1,August,California,Los-Angeles,8.6
Culture,Concert,Q3,April,California,Los-Angeles,9.37
Culture,Concert,Q2,May,California,Los-Angeles,10.14
Culture,Concert,Q1,June,California,Los-Angeles,11.48
Culture,Concert,Q3,January,California,Los-Angeles,10.16
Culture,Concert,Q2,March,California,Los-Angeles,16.77
Culture,Concert,Q1,February,California,Los-Angeles,17.66
Residential,Theatre,Q3,September,California,Los-Angeles,22.3
Residential,Theatre,Q2,July,California,Los-Angeles,24.82
Residential,Theatre,Q1,August,California,Los-Angeles,27.32
Residential,Theatre,Q3,April,California,Los-Angeles,30.35
Residential,Theatre,Q2,May,California,Los-Angeles,30.37
Residential,Theatre,Q1,June,California,Los-Angeles,34.21
Residential,Theatre,Q3,January,California,Los-Angeles,39.5
Residential,Theatre,Q2,March,California,Los-Angeles,45.57
Residential,Theatre,Q1,February,California,Los-Angeles,46.09
Culture,Museum,Q3,September,California,Los-Angeles,45.65
Culture,Museum,Q2,July,California,Los-Angeles,50.54
Culture,Museum,Q1,August,California,Los-Angeles,52.69
Culture,Museum,Q3,April,California,Los-Angeles,52.68
Culture,Museum,Q2,May,California,Los-Angeles,54.04
Culture,Museum,Q1,June,California,Los-Angeles,54.82
Culture,Museum,Q3,January,California,Los-Angeles,54.44
Culture,Museum,Q2,March,California,Los-Angeles,54.68
Culture,Museum,Q1,February,California,Los-Angeles,65.81
Residential,Hotel,Q3,September,California,Los-Angeles,65.43
Residential,Hotel,Q2,July,California,Los-Angeles,65.9
Residential,Hotel,Q1,August,California,Los-Angeles,65.0
Residential,Hotel,Q3,April,California,Los-Angeles,68.85
Residential,Hotel,Q2,May,California,Los-Angeles,71.04
Residential,Hotel,Q1,June,California,Los-Angeles,75.2
Residential,Hotel,Q3,January,California,Los-Angeles,75.74
Residential,Hotel,Q2,March,California,Los-Angeles,75.67
Residential,Hotel,Q1,February,California,Los-Angeles,76.77
Culture,House,Q3,September,California,Los-Angeles,83.78
Culture,House,Q2,July,California,Los-Angeles,83.61
Culture,House,Q1,August,California,Los-Angeles,84.65
Culture,House,Q3,April,California,Los-Angeles,86.26
Culture,House,Q2,May,California,Los-Angeles,89.84
Culture,House,Q1,June,California,Los-Angeles,90.62
Culture,House,Q3,January,California,Los-Angeles,91.66
Culture,House,Q2,March,California,Los-Angeles,93.0
Culture,House,Q1,February,California,Los-Angeles,98.03
