Gender,Year,Quarter,Event,Severity,Value
Gender,Year,Quarter,Event,Severity,Value
Female,2020,Q1,Drowning,Serious,64.25
Female,2020,Q1,Traffic,Serious,98.37
Female,2020,Q1,Fire,Serious,35.97
Female,2019,Q3,Drowning,Serious,37.57
Female,2019,Q3,Traffic,Serious,72.72
Female,2019,Q3,Fire,Serious,43.17
Female,2018,Q1,Drowning,Serious,44.55
Female,2018,Q1,Traffic,Serious,77.7
Female,2018,Q1,Fire,Serious,77.67
Female,2020,Q3,Drowning,Serious,78.69
Female,2020,Q3,Traffic,Serious,48.0
Female,2020,Q3,Fire,Serious,49.49
Female,2019,Q1,Drowning,Serious,16.8
Female,2019,Q1,Traffic,Serious,53.98
Female,2019,Q1,Fire,Serious,54.02
Female,2018,Q3,Drowning,Serious,26.22
Female,2018,Q3,Traffic,Serious,62.9
Female,2018,Q3,Fire,Serious,95.42
