Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Import,2016,Beverage,Coffee,896.68
Import,2016,Cereals,Soda,263.36
Import,2016,Dairy,Tea,903.07
Import,2016,Beverage,Rice,904.53
Import,2016,Cereals,Wheat,12.98
Import,2016,Dairy,Butter,913.44
Import,2016,Beverage,Milk,660.89
Import,2016,Cereals,Cream,406.31
Import,2016,Dairy,Coffee,672.25
Import,2017,Beverage,Coffee,161.17
Import,2017,Cereals,Soda,677.88
Import,2017,Dairy,Tea,805.37
Import,2017,Beverage,Rice,422.84
Import,2017,Cereals,Wheat,553.48
Import,2017,Dairy,Butter,42.94
Import,2017,Beverage,Milk,938.59
Import,2017,Cereals,Cream,815.27
Import,2017,Dairy,Coffee,944.33
Import,2018,Beverage,Coffee,52.33
Import,2018,Cereals,Soda,957.6
Import,2018,Dairy,Tea,189.39
Import,2018,Beverage,Rice,65.03
Import,2018,Cereals,Wheat,197.11
Import,2018,Dairy,Butter,455.27
Import,2018,Beverage,Milk,329.63
Import,2018,Cereals,Cream,970.09
Import,2018,Dairy,Coffee,208.79
Import,2016,Beverage,Coffee,856.68
Import,2016,Cereals,Soda,91.67
Import,2016,Dairy,Tea,358.63
Import,2016,Beverage,Rice,747.8
Import,2016,Cereals,Wheat,619.74
Import,2016,Dairy,Butter,751.93
Import,2016,Beverage,Milk,753.31
Import,2016,Cereals,Cream,118.65
Import,2016,Dairy,Coffee,383.67
