State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
California,San Francisco,Soil,Urban Activities,2.11
California,San Francisco,Water,Inferior Irrigation,5.38
California,San Francisco,Soil,Inorganic Fertilizers,9.93
California,San Francisco,Water,Chemical,17.07
California,San Francisco,Soil,Groundwater,19.6
California,San Francisco,Water,Surface water,20.23
California,San Francisco,Soil,Oxygen-depletion,21.67
California,San Francisco,Water,Urban Activities,22.13
Minnesota,Berkeley,Soil,Urban Activities,23.54
Minnesota,Berkeley,Water,Inferior Irrigation,27.57
Minnesota,Berkeley,Soil,Inorganic Fertilizers,29.15
Minnesota,Berkeley,Water,Chemical,-99.54
Minnesota,Berkeley,Soil,Groundwater,34.39
Minnesota,Berkeley,Water,Surface water,39.15
Minnesota,Berkeley,Soil,Oxygen-depletion,-86.39
Minnesota,Berkeley,Water,Urban Activities,45.09
Florida,Minneapolis,Soil,Urban Activities,-82.81
Florida,Minneapolis,Water,Inferior Irrigation,-83.46
Florida,Minneapolis,Soil,Inorganic Fertilizers,48.84
Florida,Minneapolis,Water,Chemical,-79.78
Florida,Minneapolis,Soil,Groundwater,50.96
Florida,Minneapolis,Water,Surface water,49.49
Florida,Minneapolis,Soil,Oxygen-depletion,55.55
Florida,Minneapolis,Water,Urban Activities,56.89
California,Hastings,Soil,Urban Activities,-71.04
California,Hastings,Water,Inferior Irrigation,58.53
California,Hastings,Soil,Inorganic Fertilizers,59.14
California,Hastings,Water,Chemical,59.05
California,Hastings,Soil,Groundwater,-67.08
California,Hastings,Water,Surface water,60.92
California,Hastings,Soil,Oxygen-depletion,-64.34
California,Hastings,Water,Urban Activities,65.79
Minnesota,Rochester,Soil,Urban Activities,-61.48
Minnesota,Rochester,Water,Inferior Irrigation,68.72
Minnesota,Rochester,Soil,Inorganic Fertilizers,-59.34
Minnesota,Rochester,Water,Chemical,-52.48
Minnesota,Rochester,Soil,Groundwater,-49.37
Minnesota,Rochester,Water,Surface water,-48.99
Minnesota,Rochester,Soil,Oxygen-depletion,84.87
Minnesota,Rochester,Water,Urban Activities,85.26
Florida,Fort Lauderdale,Soil,Urban Activities,-39.37
Florida,Fort Lauderdale,Water,Inferior Irrigation,90.15
Florida,Fort Lauderdale,Soil,Inorganic Fertilizers,-35.48
Florida,Fort Lauderdale,Water,Chemical,94.57
Florida,Fort Lauderdale,Soil,Groundwater,95.51
Florida,Fort Lauderdale,Water,Surface water,-30.91
Florida,Fort Lauderdale,Soil,Oxygen-depletion,-29.02
Florida,Fort Lauderdale,Water,Urban Activities,99.36
California,Tampa,Soil,Urban Activities,-30.48
California,Tampa,Water,Inferior Irrigation,-17.8
California,Tampa,Soil,Inorganic Fertilizers,-13.68
California,Tampa,Water,Chemical,-10.34
California,Tampa,Soil,Groundwater,-9.12
California,Tampa,Water,Surface water,-8.77
California,Tampa,Soil,Oxygen-depletion,-4.53
California,Tampa,Water,Urban Activities,-2.72
