Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Import,2017,Q1,Cereals,Soybeans,129.78
Import,2017,Q1,Beverage,Oats,264.7
Import,2017,Q1,Cereals,Seeds,266.4
Import,2017,Q1,Beverage,Juice,913.22
Import,2017,Q1,Cereals,Tea,404.63
Import,2017,Q1,Beverage,Soybeans,27.5
Import,2018,Q1,Cereals,Soybeans,32.48
Import,2018,Q1,Beverage,Oats,33.2
Import,2018,Q1,Cereals,Seeds,803.19
Import,2018,Q1,Beverage,Juice,550.28
Import,2018,Q1,Cereals,Tea,169.99
Import,2018,Q1,Beverage,Soybeans,941.32
Import,2017,Q1,Cereals,Soybeans,815.69
Import,2017,Q1,Beverage,Oats,693.47
Import,2017,Q1,Cereals,Seeds,315.59
Import,2017,Q1,Beverage,Juice,195.2
Import,2017,Q1,Cereals,Tea,842.17
Import,2017,Q1,Beverage,Soybeans,976.09
Import,2018,Q1,Cereals,Soybeans,210.47
Import,2018,Q1,Beverage,Oats,992.34
Import,2018,Q1,Cereals,Seeds,224.28
Import,2018,Q1,Beverage,Juice,488.92
Import,2018,Q1,Cereals,Tea,879.06
Import,2018,Q1,Beverage,Soybeans,124.64
