Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Service,Hospital,Q2,April,1.19
Service,Hospital,Q4,June,2.08
Service,Hospital,Q1,December,3.54
Service,Hospital,Q2,October,4.53
Service,Hospital,Q4,March,5.82
Service,Hospital,Q1,February,3.6
Service,Hospital,Q2,January,7.13
Service,Hospital,Q4,April,4.23
Service,Hospital,Q1,June,6.73
Production,School,Q2,April,10.86
Production,School,Q4,June,15.22
Production,School,Q1,December,21.04
Production,School,Q2,October,30.42
Production,School,Q4,March,35.3
Production,School,Q1,February,35.72
Production,School,Q2,January,40.18
Production,School,Q4,April,41.68
Production,School,Q1,June,41.86
Service,Administration,Q2,April,41.5
Service,Administration,Q4,June,44.06
Service,Administration,Q1,December,43.89
Service,Administration,Q2,October,46.41
Service,Administration,Q4,March,49.6
Service,Administration,Q1,February,49.08
Service,Administration,Q2,January,53.78
Service,Administration,Q4,April,54.09
Service,Administration,Q1,June,57.0
Production,Workshop,Q2,April,57.75
Production,Workshop,Q4,June,62.46
Production,Workshop,Q1,December,63.2
Production,Workshop,Q2,October,63.19
Production,Workshop,Q4,March,68.19
Production,Workshop,Q1,February,69.74
Production,Workshop,Q2,January,70.37
Production,Workshop,Q4,April,71.79
Production,Workshop,Q1,June,72.2
Service,Factory,Q2,April,77.24
Service,Factory,Q4,June,78.15
Service,Factory,Q1,December,83.64
Service,Factory,Q2,October,90.52
Service,Factory,Q4,March,91.56
Service,Factory,Q1,February,92.17
Service,Factory,Q2,January,93.87
Service,Factory,Q4,April,97.23
Service,Factory,Q1,June,99.15
