State,City,Year,Polluted element,Type of pollution,Value
State,City,Year,Polluted_element,Type_of_pollution,Value
Massachusetts,Cambridge,2017,Water,Chemical,0.77
Massachusetts,Cambridge,2017,Soil,Surface water,0.69
Massachusetts,Cambridge,2017,Air,Oxygen-depletion,7.03
Massachusetts,Cambridge,2017,Water,Urban Activities,9.02
Massachusetts,Cambridge,2017,Soil,Inorganic Fertilizers,9.7
Massachusetts,Cambridge,2017,Air,Inferior Irrigation,9.56
Massachusetts,Cambridge,2017,Water,Industrial,12.15
Massachusetts,Cambridge,2017,Soil,Solid Waste,13.51
Massachusetts,Cambridge,2017,Air,Thermal,14.07
Massachusetts,Cambridge,2017,Water,Noise,14.33
Massachusetts,Cambridge,2017,Soil,Chemical,17.78
Massachusetts,Cambridge,2017,Air,Surface water,18.85
Massachusetts,Cambridge,2017,Water,Oxygen-depletion,18.66
Massachusetts,Cambridge,2017,Soil,Urban Activities,18.01
Massachusetts,Cambridge,2017,Air,Inorganic Fertilizers,21.68
California,Boston,2021,Water,Chemical,18.62
California,Boston,2021,Soil,Surface water,23.28
California,Boston,2021,Air,Oxygen-depletion,21.22
California,Boston,2021,Water,Urban Activities,25.1
California,Boston,2021,Soil,Inorganic Fertilizers,26.7
California,Boston,2021,Air,Inferior Irrigation,26.04
California,Boston,2021,Water,Industrial,28.75
California,Boston,2021,Soil,Solid Waste,28.14
California,Boston,2021,Air,Thermal,21.73
California,Boston,2021,Water,Noise,31.78
California,Boston,2021,Soil,Chemical,33.44
California,Boston,2021,Air,Surface water,34.32
California,Boston,2021,Water,Oxygen-depletion,35.65
California,Boston,2021,Soil,Urban Activities,37.59
California,Boston,2021,Air,Inorganic Fertilizers,38.89
Georgia,Lenox,2017,Water,Chemical,39.74
Georgia,Lenox,2017,Soil,Surface water,38.52
Georgia,Lenox,2017,Air,Oxygen-depletion,41.26
Georgia,Lenox,2017,Water,Urban Activities,41.56
Georgia,Lenox,2017,Soil,Inorganic Fertilizers,44.46
Georgia,Lenox,2017,Air,Inferior Irrigation,45.56
Georgia,Lenox,2017,Water,Industrial,46.41
Georgia,Lenox,2017,Soil,Solid Waste,48.58
Georgia,Lenox,2017,Air,Thermal,56.64
Georgia,Lenox,2017,Water,Noise,59.37
Georgia,Lenox,2017,Soil,Chemical,60.33
Georgia,Lenox,2017,Air,Surface water,63.98
Georgia,Lenox,2017,Water,Oxygen-depletion,64.53
Georgia,Lenox,2017,Soil,Urban Activities,67.05
Georgia,Lenox,2017,Air,Inorganic Fertilizers,68.44
Massachusetts,San Francisco,2021,Water,Chemical,69.3
Massachusetts,San Francisco,2021,Soil,Surface water,68.04
Massachusetts,San Francisco,2021,Air,Oxygen-depletion,71.18
Massachusetts,San Francisco,2021,Water,Urban Activities,72.61
Massachusetts,San Francisco,2021,Soil,Inorganic Fertilizers,68.85
Massachusetts,San Francisco,2021,Air,Inferior Irrigation,72.63
Massachusetts,San Francisco,2021,Water,Industrial,75.98
Massachusetts,San Francisco,2021,Soil,Solid Waste,76.34
Massachusetts,San Francisco,2021,Air,Thermal,78.71
Massachusetts,San Francisco,2021,Water,Noise,79.06
Massachusetts,San Francisco,2021,Soil,Chemical,82.14
Massachusetts,San Francisco,2021,Air,Surface water,85.43
Massachusetts,San Francisco,2021,Water,Oxygen-depletion,86.86
Massachusetts,San Francisco,2021,Soil,Urban Activities,87.81
Massachusetts,San Francisco,2021,Air,Inorganic Fertilizers,88.85
California,Los-Angeles,2017,Water,Chemical,89.87
California,Los-Angeles,2017,Soil,Surface water,87.18
California,Los-Angeles,2017,Air,Oxygen-depletion,89.19
California,Los-Angeles,2017,Water,Urban Activities,89.03
California,Los-Angeles,2017,Soil,Inorganic Fertilizers,85.8
California,Los-Angeles,2017,Air,Inferior Irrigation,92.36
California,Los-Angeles,2017,Water,Industrial,95.01
California,Los-Angeles,2017,Soil,Solid Waste,96.21
California,Los-Angeles,2017,Air,Thermal,97.48
California,Los-Angeles,2017,Water,Noise,98.04
California,Los-Angeles,2017,Soil,Chemical,96.57
California,Los-Angeles,2017,Air,Surface water,98.21
California,Los-Angeles,2017,Water,Oxygen-depletion,-99.56
California,Los-Angeles,2017,Soil,Urban Activities,-99.43
California,Los-Angeles,2017,Air,Inorganic Fertilizers,-94.71
Georgia,Malibu,2021,Water,Chemical,-91.01
Georgia,Malibu,2021,Soil,Surface water,-91.28
Georgia,Malibu,2021,Air,Oxygen-depletion,-89.46
Georgia,Malibu,2021,Water,Urban Activities,-90.73
Georgia,Malibu,2021,Soil,Inorganic Fertilizers,-87.68
Georgia,Malibu,2021,Air,Inferior Irrigation,-86.07
Georgia,Malibu,2021,Water,Industrial,-86.96
Georgia,Malibu,2021,Soil,Solid Waste,-86.42
Georgia,Malibu,2021,Air,Thermal,-84.52
Georgia,Malibu,2021,Water,Noise,-83.44
Georgia,Malibu,2021,Soil,Chemical,-81.3
Georgia,Malibu,2021,Air,Surface water,-88.3
Georgia,Malibu,2021,Water,Oxygen-depletion,-78.65
Georgia,Malibu,2021,Soil,Urban Activities,-77.45
Georgia,Malibu,2021,Air,Inorganic Fertilizers,-75.19
Massachusetts,Albany,2017,Water,Chemical,-73.41
Massachusetts,Albany,2017,Soil,Surface water,-72.95
Massachusetts,Albany,2017,Air,Oxygen-depletion,-72.42
Massachusetts,Albany,2017,Water,Urban Activities,-71.5
Massachusetts,Albany,2017,Soil,Inorganic Fertilizers,-69.54
Massachusetts,Albany,2017,Air,Inferior Irrigation,-68.01
Massachusetts,Albany,2017,Water,Industrial,-61.2
Massachusetts,Albany,2017,Soil,Solid Waste,-61.24
Massachusetts,Albany,2017,Air,Thermal,-59.15
Massachusetts,Albany,2017,Water,Noise,-59.98
Massachusetts,Albany,2017,Soil,Chemical,-57.29
Massachusetts,Albany,2017,Air,Surface water,-56.47
Massachusetts,Albany,2017,Water,Oxygen-depletion,-59.95
Massachusetts,Albany,2017,Soil,Urban Activities,-52.8
Massachusetts,Albany,2017,Air,Inorganic Fertilizers,-49.48
California,Washington,2021,Water,Chemical,-48.99
California,Washington,2021,Soil,Surface water,-46.22
California,Washington,2021,Air,Oxygen-depletion,-46.14
California,Washington,2021,Water,Urban Activities,-43.52
California,Washington,2021,Soil,Inorganic Fertilizers,-42.04
California,Washington,2021,Air,Inferior Irrigation,-41.25
California,Washington,2021,Water,Industrial,-38.2
California,Washington,2021,Soil,Solid Waste,-38.24
California,Washington,2021,Air,Thermal,-38.12
California,Washington,2021,Water,Noise,-35.84
California,Washington,2021,Soil,Chemical,-35.98
California,Washington,2021,Air,Surface water,-34.56
California,Washington,2021,Water,Oxygen-depletion,-30.01
California,Washington,2021,Soil,Urban Activities,-28.84
California,Washington,2021,Air,Inorganic Fertilizers,-27.75
Georgia,Columbus,2017,Water,Chemical,-27.55
Georgia,Columbus,2017,Soil,Surface water,-25.92
Georgia,Columbus,2017,Air,Oxygen-depletion,-24.98
Georgia,Columbus,2017,Water,Urban Activities,-21.09
Georgia,Columbus,2017,Soil,Inorganic Fertilizers,-19.68
Georgia,Columbus,2017,Air,Inferior Irrigation,-18.32
Georgia,Columbus,2017,Water,Industrial,-13.79
Georgia,Columbus,2017,Soil,Solid Waste,-13.89
Georgia,Columbus,2017,Air,Thermal,-13.94
Georgia,Columbus,2017,Water,Noise,-13.9
Georgia,Columbus,2017,Soil,Chemical,-10.15
Georgia,Columbus,2017,Air,Surface water,-11.36
Georgia,Columbus,2017,Water,Oxygen-depletion,-7.37
Georgia,Columbus,2017,Soil,Urban Activities,-2.51
Georgia,Columbus,2017,Air,Inorganic Fertilizers,-1.97
