Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Culture,Theatre,Q3,September,0.39
Culture,Theatre,Q1,July,5.65
Culture,Theatre,Q4,February,5.52
Culture,Theatre,Q3,March,7.58
Culture,Theatre,Q1,October,5.16
Culture,Theatre,Q4,December,9.18
Culture,Theatre,Q3,November,9.28
Culture,Theatre,Q1,September,9.35
Culture,Theatre,Q4,July,12.04
Residential,Concert,Q3,September,11.95
Residential,Concert,Q1,July,14.93
Residential,Concert,Q4,February,18.25
Residential,Concert,Q3,March,20.29
Residential,Concert,Q1,October,21.73
Residential,Concert,Q4,December,23.97
Residential,Concert,Q3,November,24.7
Residential,Concert,Q1,September,25.54
Residential,Concert,Q4,July,25.07
Production,Museum,Q3,September,27.94
Production,Museum,Q1,July,28.64
Production,Museum,Q4,February,33.27
Production,Museum,Q3,March,34.55
Production,Museum,Q1,October,33.51
Production,Museum,Q4,December,34.6
Production,Museum,Q3,November,38.51
Production,Museum,Q1,September,39.49
Production,Museum,Q4,July,40.45
Culture,Hotel,Q3,September,38.81
Culture,Hotel,Q1,July,42.08
Culture,Hotel,Q4,February,42.92
Culture,Hotel,Q3,March,44.77
Culture,Hotel,Q1,October,39.01
Culture,Hotel,Q4,December,44.87
Culture,Hotel,Q3,November,47.91
Culture,Hotel,Q1,September,48.96
Culture,Hotel,Q4,July,54.96
Residential,House,Q3,September,56.52
Residential,House,Q1,July,57.32
Residential,House,Q4,February,57.44
Residential,House,Q3,March,59.1
Residential,House,Q1,October,61.44
Residential,House,Q4,December,62.52
Residential,House,Q3,November,61.19
Residential,House,Q1,September,64.0
Residential,House,Q4,July,66.57
Production,Workshop,Q3,September,68.08
Production,Workshop,Q1,July,70.95
Production,Workshop,Q4,February,71.46
Production,Workshop,Q3,March,72.08
Production,Workshop,Q1,October,75.24
Production,Workshop,Q4,December,76.22
Production,Workshop,Q3,November,76.99
Production,Workshop,Q1,September,77.38
Production,Workshop,Q4,July,79.52
Culture,Factory,Q3,September,80.78
Culture,Factory,Q1,July,87.78
Culture,Factory,Q4,February,89.97
Culture,Factory,Q3,March,91.5
Culture,Factory,Q1,October,92.82
Culture,Factory,Q4,December,92.47
Culture,Factory,Q3,November,91.39
Culture,Factory,Q1,September,94.37
Culture,Factory,Q4,July,99.64
