State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
California,Malibu,Soil,Inferior Irrigation,4.71
California,Malibu,Air,Urban Activities,5.56
California,Malibu,Water,Industrial,7.55
California,Malibu,Soil,Noise,7.77
California,Malibu,Air,Light,9.96
California,Malibu,Water,Thermal,10.62
California,Malibu,Soil,Groundwater,9.9
California,Malibu,Air,Chemical,7.42
California,Malibu,Water,Surface water,7.07
California,Malibu,Soil,Oxygen-depletion,18.69
California,Malibu,Air,Inferior Irrigation,20.92
California,Malibu,Water,Urban Activities,21.84
Nevada,Berkeley,Soil,Inferior Irrigation,27.67
Nevada,Berkeley,Air,Urban Activities,30.52
Nevada,Berkeley,Water,Industrial,31.63
Nevada,Berkeley,Soil,Noise,33.68
Nevada,Berkeley,Air,Light,33.6
Nevada,Berkeley,Water,Thermal,41.52
Nevada,Berkeley,Soil,Groundwater,43.5
Nevada,Berkeley,Air,Chemical,45.72
Nevada,Berkeley,Water,Surface water,46.26
Nevada,Berkeley,Soil,Oxygen-depletion,47.5
Nevada,Berkeley,Air,Inferior Irrigation,47.06
Nevada,Berkeley,Water,Urban Activities,49.07
Minnesota,Las Vegas,Soil,Inferior Irrigation,49.68
Minnesota,Las Vegas,Air,Urban Activities,52.62
Minnesota,Las Vegas,Water,Industrial,53.15
Minnesota,Las Vegas,Soil,Noise,52.7
Minnesota,Las Vegas,Air,Light,57.21
Minnesota,Las Vegas,Water,Thermal,61.04
Minnesota,Las Vegas,Soil,Groundwater,64.68
Minnesota,Las Vegas,Air,Chemical,65.82
Minnesota,Las Vegas,Water,Surface water,66.31
Minnesota,Las Vegas,Soil,Oxygen-depletion,65.37
Minnesota,Las Vegas,Air,Inferior Irrigation,69.58
Minnesota,Las Vegas,Water,Urban Activities,72.72
California,Reno,Soil,Inferior Irrigation,74.29
California,Reno,Air,Urban Activities,78.36
California,Reno,Water,Industrial,90.67
California,Reno,Soil,Noise,90.7
California,Reno,Air,Light,97.39
California,Reno,Water,Thermal,-0.67
California,Reno,Soil,Groundwater,-99.01
California,Reno,Air,Chemical,-92.52
California,Reno,Water,Surface water,-91.68
California,Reno,Soil,Oxygen-depletion,-86.81
California,Reno,Air,Inferior Irrigation,-86.41
California,Reno,Water,Urban Activities,-81.18
Nevada,Minneapolis,Soil,Inferior Irrigation,-79.97
Nevada,Minneapolis,Air,Urban Activities,-79.62
Nevada,Minneapolis,Water,Industrial,-77.15
Nevada,Minneapolis,Soil,Noise,-78.45
Nevada,Minneapolis,Air,Light,-73.78
Nevada,Minneapolis,Water,Thermal,-73.62
Nevada,Minneapolis,Soil,Groundwater,-71.56
Nevada,Minneapolis,Air,Chemical,-72.18
Nevada,Minneapolis,Water,Surface water,-69.31
Nevada,Minneapolis,Soil,Oxygen-depletion,-68.41
Nevada,Minneapolis,Air,Inferior Irrigation,-66.42
Nevada,Minneapolis,Water,Urban Activities,-63.64
Minnesota,Rochester,Soil,Inferior Irrigation,-59.23
Minnesota,Rochester,Air,Urban Activities,-57.3
Minnesota,Rochester,Water,Industrial,-56.82
Minnesota,Rochester,Soil,Noise,-54.87
Minnesota,Rochester,Air,Light,-52.11
Minnesota,Rochester,Water,Thermal,-51.06
Minnesota,Rochester,Soil,Groundwater,-46.23
Minnesota,Rochester,Air,Chemical,-45.32
Minnesota,Rochester,Water,Surface water,-44.46
Minnesota,Rochester,Soil,Oxygen-depletion,-42.69
Minnesota,Rochester,Air,Inferior Irrigation,-41.29
Minnesota,Rochester,Water,Urban Activities,-38.57
California,Hastings,Soil,Inferior Irrigation,-35.73
California,Hastings,Air,Urban Activities,-35.13
California,Hastings,Water,Industrial,-33.73
California,Hastings,Soil,Noise,-23.07
California,Hastings,Air,Light,-22.09
California,Hastings,Water,Thermal,-15.06
California,Hastings,Soil,Groundwater,-14.15
California,Hastings,Air,Chemical,-11.55
California,Hastings,Water,Surface water,-9.41
California,Hastings,Soil,Oxygen-depletion,-7.68
California,Hastings,Air,Inferior Irrigation,-2.54
California,Hastings,Water,Urban Activities,-1.02
