Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Export,2018,Q1,Meat,Beef,388.07
Export,2018,Q1,Cereals,Duck,389.1
Export,2018,Q1,Dairy,Chicken,399.52
Export,2018,Q1,Meat,Oats,912.04
Export,2018,Q1,Cereals,Corn,661.19
Export,2018,Q1,Dairy,Cream,920.76
Export,2018,Q1,Meat,Yoghurt,414.63
Export,2018,Q1,Cereals,Beef,799.18
Export,2018,Q1,Dairy,Duck,930.2
Export,2022,Q1,Meat,Beef,297.39
Export,2022,Q1,Cereals,Duck,47.27
Export,2022,Q1,Dairy,Chicken,431.17
Export,2022,Q1,Meat,Oats,181.33
Export,2022,Q1,Cereals,Corn,56.52
Export,2022,Q1,Dairy,Cream,184.37
Export,2022,Q1,Meat,Yoghurt,701.79
Export,2022,Q1,Cereals,Beef,705.68
Export,2022,Q1,Dairy,Duck,70.21
Export,2018,Q1,Meat,Beef,966.79
Export,2018,Q1,Cereals,Duck,203.47
Export,2018,Q1,Dairy,Chicken,461.59
Export,2018,Q1,Meat,Oats,82.57
Export,2018,Q1,Cereals,Corn,851.75
Export,2018,Q1,Dairy,Cream,855.32
Export,2018,Q1,Meat,Yoghurt,216.39
Export,2018,Q1,Cereals,Beef,473.94
Export,2018,Q1,Dairy,Duck,92.1
Export,2022,Q1,Meat,Beef,609.97
Export,2022,Q1,Cereals,Duck,108.09
Export,2022,Q1,Dairy,Chicken,495.61
Export,2022,Q1,Meat,Oats,624.85
Export,2022,Q1,Cereals,Corn,497.72
Export,2022,Q1,Dairy,Cream,882.13
Export,2022,Q1,Meat,Yoghurt,890.07
Export,2022,Q1,Cereals,Beef,380.85
Export,2022,Q1,Dairy,Duck,510.49
