State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
California,Los-Angeles,Water,Oxygen-depletion,0.85
California,Los-Angeles,Air,Surface water,1.8
California,Los-Angeles,Soil,Light,1.11
California,Los-Angeles,Water,Noise,0.54
California,Los-Angeles,Air,Urban Activities,6.16
California,Los-Angeles,Soil,Industrial,13.05
California,Los-Angeles,Water,Inorganic Fertilizers,19.91
California,Los-Angeles,Air,Oxygen-depletion,20.63
California,Los-Angeles,Soil,Surface water,20.92
Michigan,Berkeley,Water,Oxygen-depletion,23.39
Michigan,Berkeley,Air,Surface water,26.97
Michigan,Berkeley,Soil,Light,27.35
Michigan,Berkeley,Water,Noise,-99.62
Michigan,Berkeley,Air,Urban Activities,-97.62
Michigan,Berkeley,Soil,Industrial,32.98
Michigan,Berkeley,Water,Inorganic Fertilizers,33.82
Michigan,Berkeley,Air,Oxygen-depletion,35.71
Michigan,Berkeley,Soil,Surface water,-91.23
Illinois,Malibu,Water,Oxygen-depletion,41.06
Illinois,Malibu,Air,Surface water,42.59
Illinois,Malibu,Soil,Light,42.07
Illinois,Malibu,Water,Noise,44.68
Illinois,Malibu,Air,Urban Activities,47.38
Illinois,Malibu,Soil,Industrial,51.01
Illinois,Malibu,Water,Inorganic Fertilizers,54.86
Illinois,Malibu,Air,Oxygen-depletion,55.93
Illinois,Malibu,Soil,Surface water,56.79
California,Port Huron,Water,Oxygen-depletion,57.97
California,Port Huron,Air,Surface water,-70.06
California,Port Huron,Soil,Light,57.2
California,Port Huron,Water,Noise,60.45
California,Port Huron,Air,Urban Activities,62.56
California,Port Huron,Soil,Industrial,-64.56
California,Port Huron,Water,Inorganic Fertilizers,-63.18
California,Port Huron,Air,Oxygen-depletion,-62.14
California,Port Huron,Soil,Surface water,-62.86
Michigan,Flint,Water,Oxygen-depletion,-60.7
Michigan,Flint,Air,Surface water,-57.76
Michigan,Flint,Soil,Light,-56.78
Michigan,Flint,Water,Noise,-55.9
Michigan,Flint,Air,Urban Activities,-54.65
Michigan,Flint,Soil,Industrial,75.65
Michigan,Flint,Water,Inorganic Fertilizers,-51.75
Michigan,Flint,Air,Oxygen-depletion,77.37
Michigan,Flint,Soil,Surface water,-49.47
Illinois,Champaign,Water,Oxygen-depletion,83.89
Illinois,Champaign,Air,Surface water,85.87
Illinois,Champaign,Soil,Light,-42.34
Illinois,Champaign,Water,Noise,-41.21
Illinois,Champaign,Air,Urban Activities,-40.95
Illinois,Champaign,Soil,Industrial,-39.6
Illinois,Champaign,Water,Inorganic Fertilizers,90.04
Illinois,Champaign,Air,Oxygen-depletion,-37.36
Illinois,Champaign,Soil,Surface water,90.62
California,Chicago,Water,Oxygen-depletion,96.5
California,Chicago,Air,Surface water,-22.75
California,Chicago,Soil,Light,-21.51
California,Chicago,Water,Noise,-22.29
California,Chicago,Air,Urban Activities,-19.23
California,Chicago,Soil,Industrial,-18.1
California,Chicago,Water,Inorganic Fertilizers,-16.52
California,Chicago,Air,Oxygen-depletion,-12.13
California,Chicago,Soil,Surface water,-4.26
