Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Culture,Theatre,Q4,November,Michigan,Flint,1.62
Culture,Theatre,Q2,December,Massachusetts,Port Huron,2.7
Culture,Theatre,Q3,October,Michigan,Cambridge,4.6
Culture,Theatre,Q4,June,Massachusetts,Flint,5.4
Culture,Theatre,Q2,April,Michigan,Port Huron,6.98
Culture,Theatre,Q3,September,Massachusetts,Cambridge,7.96
Culture,Theatre,Q4,August,Michigan,Flint,8.24
Culture,Theatre,Q2,November,Massachusetts,Port Huron,10.88
Culture,Theatre,Q3,December,Michigan,Cambridge,12.22
Residential,Museum,Q4,November,Michigan,Flint,13.63
Residential,Museum,Q2,December,Massachusetts,Port Huron,12.63
Residential,Museum,Q3,October,Michigan,Cambridge,15.87
Residential,Museum,Q4,June,Massachusetts,Flint,16.08
Residential,Museum,Q2,April,Michigan,Port Huron,14.03
Residential,Museum,Q3,September,Massachusetts,Cambridge,18.67
Residential,Museum,Q4,August,Michigan,Flint,19.47
Residential,Museum,Q2,November,Massachusetts,Port Huron,20.94
Residential,Museum,Q3,December,Michigan,Cambridge,16.05
Service,Concert,Q4,November,Michigan,Flint,22.59
Service,Concert,Q2,December,Massachusetts,Port Huron,25.47
Service,Concert,Q3,October,Michigan,Cambridge,26.75
Service,Concert,Q4,June,Massachusetts,Flint,29.79
Service,Concert,Q2,April,Michigan,Port Huron,33.25
Service,Concert,Q3,September,Massachusetts,Cambridge,35.96
Service,Concert,Q4,August,Michigan,Flint,37.8
Service,Concert,Q2,November,Massachusetts,Port Huron,38.53
Service,Concert,Q3,December,Michigan,Cambridge,39.56
Culture,House,Q4,November,Michigan,Flint,40.03
Culture,House,Q2,December,Massachusetts,Port Huron,41.42
Culture,House,Q3,October,Michigan,Cambridge,41.83
Culture,House,Q4,June,Massachusetts,Flint,42.55
Culture,House,Q2,April,Michigan,Port Huron,42.48
Culture,House,Q3,September,Massachusetts,Cambridge,43.39
Culture,House,Q4,August,Michigan,Flint,43.04
Culture,House,Q2,November,Massachusetts,Port Huron,40.88
Culture,House,Q3,December,Michigan,Cambridge,42.32
Residential,Hotel,Q4,November,Michigan,Flint,49.29
Residential,Hotel,Q2,December,Massachusetts,Port Huron,50.7
Residential,Hotel,Q3,October,Michigan,Cambridge,51.86
Residential,Hotel,Q4,June,Massachusetts,Flint,52.82
Residential,Hotel,Q2,April,Michigan,Port Huron,53.11
Residential,Hotel,Q3,September,Massachusetts,Cambridge,53.38
Residential,Hotel,Q4,August,Michigan,Flint,55.81
Residential,Hotel,Q2,November,Massachusetts,Port Huron,58.87
Residential,Hotel,Q3,December,Michigan,Cambridge,60.62
Service,Apartment,Q4,November,Michigan,Flint,60.08
Service,Apartment,Q2,December,Massachusetts,Port Huron,63.05
Service,Apartment,Q3,October,Michigan,Cambridge,64.88
Service,Apartment,Q4,June,Massachusetts,Flint,63.3
Service,Apartment,Q2,April,Michigan,Port Huron,66.47
Service,Apartment,Q3,September,Massachusetts,Cambridge,68.91
Service,Apartment,Q4,August,Michigan,Flint,69.02
Service,Apartment,Q2,November,Massachusetts,Port Huron,71.03
Service,Apartment,Q3,December,Michigan,Cambridge,72.55
Culture,Hospital,Q4,November,Michigan,Flint,73.29
Culture,Hospital,Q2,December,Massachusetts,Port Huron,73.96
Culture,Hospital,Q3,October,Michigan,Cambridge,73.22
Culture,Hospital,Q4,June,Massachusetts,Flint,73.6
Culture,Hospital,Q2,April,Michigan,Port Huron,72.05
Culture,Hospital,Q3,September,Massachusetts,Cambridge,78.64
Culture,Hospital,Q4,August,Michigan,Flint,79.68
Culture,Hospital,Q2,November,Massachusetts,Port Huron,82.6
Culture,Hospital,Q3,December,Michigan,Cambridge,83.57
Residential,School,Q4,November,Michigan,Flint,84.54
Residential,School,Q2,December,Massachusetts,Port Huron,85.35
Residential,School,Q3,October,Michigan,Cambridge,82.33
Residential,School,Q4,June,Massachusetts,Flint,87.39
Residential,School,Q2,April,Michigan,Port Huron,88.92
Residential,School,Q3,September,Massachusetts,Cambridge,82.27
Residential,School,Q4,August,Michigan,Flint,91.25
Residential,School,Q2,November,Massachusetts,Port Huron,92.33
Residential,School,Q3,December,Michigan,Cambridge,93.57
Service,Library,Q4,November,Michigan,Flint,94.39
Service,Library,Q2,December,Massachusetts,Port Huron,94.06
Service,Library,Q3,October,Michigan,Cambridge,94.04
Service,Library,Q4,June,Massachusetts,Flint,92.32
Service,Library,Q2,April,Michigan,Port Huron,98.65
Service,Library,Q3,September,Massachusetts,Cambridge,94.01
Service,Library,Q4,August,Michigan,Flint,40.29
Service,Library,Q2,November,Massachusetts,Port Huron,42.04
Service,Library,Q3,December,Michigan,Cambridge,44.87
