Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Import,2017,Q3,Meat,Camel,653.1
Import,2017,Q3,Dairy,Duck,159.47
Import,2017,Q3,Beverage,Yoghurt,801.96
Import,2017,Q3,Meat,Cream,161.46
Import,2017,Q3,Dairy,Juice,163.78
Import,2017,Q3,Beverage,Coffee,48.12
Import,2021,Q3,Meat,Camel,689.91
Import,2021,Q3,Dairy,Duck,304.11
Import,2021,Q3,Beverage,Yoghurt,435.57
Import,2021,Q3,Meat,Cream,691.02
Import,2021,Q3,Dairy,Juice,51.61
Import,2021,Q3,Beverage,Coffee,695.78
Import,2017,Q3,Meat,Camel,65.08
Import,2017,Q3,Dairy,Duck,68.78
Import,2017,Q3,Beverage,Yoghurt,715.53
Import,2017,Q3,Meat,Cream,985.32
Import,2017,Q3,Dairy,Juice,862.0
Import,2017,Q3,Beverage,Coffee,746.89
Import,2021,Q3,Meat,Camel,235.93
Import,2021,Q3,Dairy,Duck,362.83
Import,2021,Q3,Beverage,Yoghurt,239.39
Import,2021,Q3,Meat,Cream,503.88
Import,2021,Q3,Dairy,Juice,380.48
Import,2021,Q3,Beverage,Coffee,383.69
