Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Production,Workshop,Q1,March,California,San Francisco,1.98
Production,Workshop,Q3,February,California,Los-Angeles,9.2
Production,Workshop,Q1,January,California,San Francisco,10.52
Production,Workshop,Q3,August,California,Los-Angeles,14.06
Production,Workshop,Q1,September,California,San Francisco,15.47
Production,Workshop,Q3,July,California,Los-Angeles,14.55
Residential,Factory,Q1,March,California,San Francisco,18.86
Residential,Factory,Q3,February,California,Los-Angeles,18.27
Residential,Factory,Q1,January,California,San Francisco,23.11
Residential,Factory,Q3,August,California,Los-Angeles,24.34
Residential,Factory,Q1,September,California,San Francisco,25.29
Residential,Factory,Q3,July,California,Los-Angeles,27.66
Culture,House,Q1,March,California,San Francisco,28.38
Culture,House,Q3,February,California,Los-Angeles,32.22
Culture,House,Q1,January,California,San Francisco,34.35
Culture,House,Q3,August,California,Los-Angeles,37.15
Culture,House,Q1,September,California,San Francisco,39.49
Culture,House,Q3,July,California,Los-Angeles,39.58
Production,Apartment,Q1,March,California,San Francisco,40.9
Production,Apartment,Q3,February,California,Los-Angeles,43.17
Production,Apartment,Q1,January,California,San Francisco,45.07
Production,Apartment,Q3,August,California,Los-Angeles,47.05
Production,Apartment,Q1,September,California,San Francisco,49.43
Production,Apartment,Q3,July,California,Los-Angeles,51.19
Residential,Hotel,Q1,March,California,San Francisco,51.61
Residential,Hotel,Q3,February,California,Los-Angeles,57.86
Residential,Hotel,Q1,January,California,San Francisco,60.92
Residential,Hotel,Q3,August,California,Los-Angeles,60.36
Residential,Hotel,Q1,September,California,San Francisco,0.15
Residential,Hotel,Q3,July,California,Los-Angeles,77.28
Culture,Theatre,Q1,March,California,San Francisco,82.01
Culture,Theatre,Q3,February,California,Los-Angeles,87.37
Culture,Theatre,Q1,January,California,San Francisco,87.12
Culture,Theatre,Q3,August,California,Los-Angeles,89.46
Culture,Theatre,Q1,September,California,San Francisco,91.11
Culture,Theatre,Q3,July,California,Los-Angeles,91.47
Production,Concert,Q1,March,California,San Francisco,92.76
Production,Concert,Q3,February,California,Los-Angeles,92.02
Production,Concert,Q1,January,California,San Francisco,96.33
Production,Concert,Q3,August,California,Los-Angeles,96.42
Production,Concert,Q1,September,California,San Francisco,98.72
Production,Concert,Q3,July,California,Los-Angeles,97.65
