Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Culture,Theatre,Q1,January,Georgia,Columbus,1.37
Culture,Theatre,Q2,March,California,Malibu,1.47
Culture,Theatre,Q1,May,Georgia,Columbus,6.16
Culture,Theatre,Q2,April,California,Malibu,7.03
Residential,Museum,Q1,January,Georgia,Columbus,8.43
Residential,Museum,Q2,March,California,Malibu,9.3
Residential,Museum,Q1,May,Georgia,Columbus,10.31
Residential,Museum,Q2,April,California,Malibu,10.55
Service,Concert,Q1,January,Georgia,Columbus,18.77
Service,Concert,Q2,March,California,Malibu,19.89
Service,Concert,Q1,May,Georgia,Columbus,29.36
Service,Concert,Q2,April,California,Malibu,32.1
Culture,House,Q1,January,Georgia,Columbus,32.6
Culture,House,Q2,March,California,Malibu,42.41
Culture,House,Q1,May,Georgia,Columbus,45.98
Culture,House,Q2,April,California,Malibu,50.66
Residential,Apartment,Q1,January,Georgia,Columbus,52.49
Residential,Apartment,Q2,March,California,Malibu,57.05
Residential,Apartment,Q1,May,Georgia,Columbus,61.98
Residential,Apartment,Q2,April,California,Malibu,64.42
Service,Hotel,Q1,January,Georgia,Columbus,65.37
Service,Hotel,Q2,March,California,Malibu,0.22
Service,Hotel,Q1,May,Georgia,Columbus,66.14
Service,Hotel,Q2,April,California,Malibu,66.83
Culture,School,Q1,January,Georgia,Columbus,69.35
Culture,School,Q2,March,California,Malibu,70.79
Culture,School,Q1,May,Georgia,Columbus,74.98
Culture,School,Q2,April,California,Malibu,74.3
Residential,Hospital,Q1,January,Georgia,Columbus,76.29
Residential,Hospital,Q2,March,California,Malibu,76.78
Residential,Hospital,Q1,May,Georgia,Columbus,81.61
Residential,Hospital,Q2,April,California,Malibu,82.46
Service,Library,Q1,January,Georgia,Columbus,86.91
Service,Library,Q2,March,California,Malibu,87.76
Service,Library,Q1,May,Georgia,Columbus,97.29
Service,Library,Q2,April,California,Malibu,98.38
