State,City,Year,Polluted element,Type of pollution,Value
State,City,Year,Polluted_element,Type_of_pollution,Value
Nevada,Las Vegas,2022,Air,Thermal,3.71
Nevada,Las Vegas,2022,Water,Light,18.57
Nevada,Las Vegas,2022,Air,Noise,21.89
Nevada,Las Vegas,2022,Water,Chemical,26.36
Nevada,Las Vegas,2022,Air,Oxygen-depletion,31.52
Nevada,Las Vegas,2022,Water,Groundwater,32.77
Nevada,Las Vegas,2022,Air,Surface water,33.13
Nevada,Las Vegas,2022,Water,Thermal,-85.36
Michigan,Reno,2017,Air,Thermal,44.38
Michigan,Reno,2017,Water,Light,44.39
Michigan,Reno,2017,Air,Noise,46.01
Michigan,Reno,2017,Water,Chemical,47.76
Michigan,Reno,2017,Air,Oxygen-depletion,-79.18
Michigan,Reno,2017,Water,Groundwater,-73.64
Michigan,Reno,2017,Air,Surface water,-70.62
Michigan,Reno,2017,Water,Thermal,-69.59
Nevada,Boulder City,2016,Air,Thermal,-70.93
Nevada,Boulder City,2016,Water,Light,63.81
Nevada,Boulder City,2016,Air,Noise,65.46
Nevada,Boulder City,2016,Water,Chemical,-60.86
Nevada,Boulder City,2016,Air,Oxygen-depletion,-59.62
Nevada,Boulder City,2016,Water,Groundwater,-58.0
Nevada,Boulder City,2016,Air,Surface water,72.26
Nevada,Boulder City,2016,Water,Thermal,-53.43
Michigan,Flint,2022,Air,Thermal,75.0
Michigan,Flint,2022,Water,Light,-51.56
Michigan,Flint,2022,Air,Noise,-45.28
Michigan,Flint,2022,Water,Chemical,84.46
Michigan,Flint,2022,Air,Oxygen-depletion,85.47
Michigan,Flint,2022,Water,Groundwater,-43.96
Michigan,Flint,2022,Air,Surface water,86.58
Michigan,Flint,2022,Water,Thermal,-43.47
Nevada,Port Huron,2017,Air,Thermal,-32.99
Nevada,Port Huron,2017,Water,Light,98.99
Nevada,Port Huron,2017,Air,Noise,-29.08
Nevada,Port Huron,2017,Water,Chemical,-25.65
Nevada,Port Huron,2017,Air,Oxygen-depletion,-23.79
Nevada,Port Huron,2017,Water,Groundwater,-21.45
Nevada,Port Huron,2017,Air,Surface water,-13.14
Nevada,Port Huron,2017,Water,Thermal,-8.44
