State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Maryland,Aberdeen,Air,Noise,1.85
Maryland,Aberdeen,Water,Light,3.84
Maryland,Aberdeen,Air,Thermal,5.7
Maryland,Aberdeen,Water,Surface water,11.79
Maryland,Aberdeen,Air,Chemical,11.35
Maryland,Aberdeen,Water,Oxygen-depletion,24.97
Florida,Columbia,Air,Noise,28.97
Florida,Columbia,Water,Light,33.62
Florida,Columbia,Air,Thermal,34.2
Florida,Columbia,Water,Surface water,-92.33
Florida,Columbia,Air,Chemical,-89.15
Florida,Columbia,Water,Oxygen-depletion,41.94
Illinois,Baltimore,Air,Noise,-83.33
Illinois,Baltimore,Water,Light,-82.8
Illinois,Baltimore,Air,Thermal,-79.2
Illinois,Baltimore,Water,Surface water,52.0
Illinois,Baltimore,Air,Chemical,-75.75
Illinois,Baltimore,Water,Oxygen-depletion,-70.4
Maryland,Fort Lauderdale,Air,Noise,61.76
Maryland,Fort Lauderdale,Water,Light,-65.77
Maryland,Fort Lauderdale,Air,Thermal,-58.92
Maryland,Fort Lauderdale,Water,Surface water,70.36
Maryland,Fort Lauderdale,Air,Chemical,-56.15
Maryland,Fort Lauderdale,Water,Oxygen-depletion,-52.25
Florida,Tampa,Air,Noise,-51.62
Florida,Tampa,Water,Light,-49.73
Florida,Tampa,Air,Thermal,-48.42
Florida,Tampa,Water,Surface water,-47.33
Florida,Tampa,Air,Chemical,83.59
Florida,Tampa,Water,Oxygen-depletion,-44.62
Illinois,Champaign,Air,Noise,-42.24
Illinois,Champaign,Water,Light,-40.43
Illinois,Champaign,Air,Thermal,-37.61
Illinois,Champaign,Water,Surface water,-36.13
Illinois,Champaign,Air,Chemical,96.17
Illinois,Champaign,Water,Oxygen-depletion,97.94
Maryland,Springfield,Air,Noise,-29.9
Maryland,Springfield,Water,Light,99.01
Maryland,Springfield,Air,Thermal,-25.85
Maryland,Springfield,Water,Surface water,-21.46
Maryland,Springfield,Air,Chemical,-5.42
Maryland,Springfield,Water,Oxygen-depletion,-1.56
