Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2016,Oregon,Redmond,Temperature,11-20,0.81
2016,Oregon,Redmond,Humidity,31-40,1.34
2016,Oregon,Redmond,Wind,21-30,2.36
2016,Oregon,Redmond,Temperature,Low,3.13
2016,Oregon,Redmond,Humidity,Medium,2.33
2016,Oregon,Redmond,Wind,Calm,5.28
2016,Oregon,Redmond,Temperature,Storm,0.13
2016,Oregon,Redmond,Humidity,Breeze,7.91
2016,Oregon,Redmond,Wind,11-20,8.68
2022,Michigan,Salem,Temperature,11-20,9.77
2022,Michigan,Salem,Humidity,31-40,10.05
2022,Michigan,Salem,Wind,21-30,11.38
2022,Michigan,Salem,Temperature,Low,11.77
2022,Michigan,Salem,Humidity,Medium,11.64
2022,Michigan,Salem,Wind,Calm,8.64
2022,Michigan,Salem,Temperature,Storm,10.49
2022,Michigan,Salem,Humidity,Breeze,15.71
2022,Michigan,Salem,Wind,11-20,8.88
2016,Oregon,Flint,Temperature,11-20,18.73
2016,Oregon,Flint,Humidity,31-40,18.71
2016,Oregon,Flint,Wind,21-30,20.39
2016,Oregon,Flint,Temperature,Low,19.6
2016,Oregon,Flint,Humidity,Medium,22.61
2016,Oregon,Flint,Wind,Calm,22.06
2016,Oregon,Flint,Temperature,Storm,24.25
2016,Oregon,Flint,Humidity,Breeze,25.67
2016,Oregon,Flint,Wind,11-20,20.59
2022,Michigan,Detroit,Temperature,11-20,27.88
2022,Michigan,Detroit,Humidity,31-40,27.65
2022,Michigan,Detroit,Wind,21-30,22.2
2022,Michigan,Detroit,Temperature,Low,7.02
2022,Michigan,Detroit,Humidity,Medium,8.77
2022,Michigan,Detroit,Wind,Calm,3.6
2022,Michigan,Detroit,Temperature,Storm,10.7
2022,Michigan,Detroit,Humidity,Breeze,14.79
2022,Michigan,Detroit,Wind,11-20,15.7
