Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Import,2017,Q2,Dairy,Yoghurt,771.29
Import,2017,Q2,Meat,Butter,517.13
Import,2017,Q2,Dairy,Cheese,264.25
Import,2017,Q2,Meat,Camel,531.58
Import,2017,Q2,Dairy,Lamb,147.64
Import,2017,Q2,Meat,Yoghurt,793.19
Import,2018,Q2,Dairy,Yoghurt,538.66
Import,2018,Q2,Meat,Butter,159.08
Import,2018,Q2,Dairy,Cheese,421.69
Import,2018,Q2,Meat,Camel,423.85
Import,2018,Q2,Dairy,Lamb,815.88
Import,2018,Q2,Meat,Yoghurt,318.44
Import,2019,Q2,Dairy,Yoghurt,574.74
Import,2019,Q2,Meat,Butter,710.62
Import,2019,Q2,Dairy,Cheese,973.55
Import,2019,Q2,Meat,Camel,846.0
Import,2019,Q2,Dairy,Lamb,847.51
Import,2019,Q2,Meat,Yoghurt,592.73
Import,2017,Q2,Dairy,Yoghurt,849.03
Import,2017,Q2,Meat,Butter,856.92
Import,2017,Q2,Dairy,Cheese,222.87
Import,2017,Q2,Meat,Camel,480.87
Import,2017,Q2,Dairy,Lamb,226.85
Import,2017,Q2,Meat,Yoghurt,746.85
Import,2018,Q2,Dairy,Yoghurt,237.23
Import,2018,Q2,Meat,Butter,493.65
Import,2018,Q2,Dairy,Cheese,246.84
Import,2018,Q2,Meat,Camel,632.91
Import,2018,Q2,Dairy,Lamb,121.99
Import,2018,Q2,Meat,Yoghurt,506.6
