Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Culture,Museum,Q4,December,Minnesota,Minneapolis,5.66
Culture,Museum,Q2,November,Georgia,Rochester,7.56
Culture,Museum,Q3,May,Minnesota,Columbus,10.58
Culture,Museum,Q4,April,Georgia,Minneapolis,13.51
Culture,Museum,Q2,August,Minnesota,Rochester,13.67
Culture,Museum,Q3,September,Georgia,Columbus,16.71
Culture,Museum,Q4,July,Minnesota,Minneapolis,17.51
Culture,Museum,Q2,December,Georgia,Rochester,18.13
Culture,Museum,Q3,November,Minnesota,Columbus,18.18
Service,Concert,Q4,December,Minnesota,Minneapolis,20.66
Service,Concert,Q2,November,Georgia,Rochester,19.8
Service,Concert,Q3,May,Minnesota,Columbus,22.1
Service,Concert,Q4,April,Georgia,Minneapolis,23.67
Service,Concert,Q2,August,Minnesota,Rochester,23.78
Service,Concert,Q3,September,Georgia,Columbus,25.81
Service,Concert,Q4,July,Minnesota,Minneapolis,26.87
Service,Concert,Q2,December,Georgia,Rochester,22.17
Service,Concert,Q3,November,Minnesota,Columbus,26.73
Residential,Theatre,Q4,December,Minnesota,Minneapolis,29.31
Residential,Theatre,Q2,November,Georgia,Rochester,30.64
Residential,Theatre,Q3,May,Minnesota,Columbus,31.62
Residential,Theatre,Q4,April,Georgia,Minneapolis,32.82
Residential,Theatre,Q2,August,Minnesota,Rochester,32.25
Residential,Theatre,Q3,September,Georgia,Columbus,40.49
Residential,Theatre,Q4,July,Minnesota,Minneapolis,40.14
Residential,Theatre,Q2,December,Georgia,Rochester,40.64
Residential,Theatre,Q3,November,Minnesota,Columbus,41.94
Culture,Administration,Q4,December,Minnesota,Minneapolis,45.33
Culture,Administration,Q2,November,Georgia,Rochester,46.27
Culture,Administration,Q3,May,Minnesota,Columbus,48.65
Culture,Administration,Q4,April,Georgia,Minneapolis,54.05
Culture,Administration,Q2,August,Minnesota,Rochester,51.5
Culture,Administration,Q3,September,Georgia,Columbus,52.27
Culture,Administration,Q4,July,Minnesota,Minneapolis,53.25
Culture,Administration,Q2,December,Georgia,Rochester,54.0
Culture,Administration,Q3,November,Minnesota,Columbus,52.33
Service,Library,Q4,December,Minnesota,Minneapolis,51.34
Service,Library,Q2,November,Georgia,Rochester,53.94
Service,Library,Q3,May,Minnesota,Columbus,57.66
Service,Library,Q4,April,Georgia,Minneapolis,59.3
Service,Library,Q2,August,Minnesota,Rochester,51.15
Service,Library,Q3,September,Georgia,Columbus,61.8
Service,Library,Q4,July,Minnesota,Minneapolis,62.4
Service,Library,Q2,December,Georgia,Rochester,61.19
Service,Library,Q3,November,Minnesota,Columbus,64.63
Residential,Hospital,Q4,December,Minnesota,Minneapolis,64.66
Residential,Hospital,Q2,November,Georgia,Rochester,57.07
Residential,Hospital,Q3,May,Minnesota,Columbus,73.11
Residential,Hospital,Q4,April,Georgia,Minneapolis,73.62
Residential,Hospital,Q2,August,Minnesota,Rochester,77.68
Residential,Hospital,Q3,September,Georgia,Columbus,78.28
Residential,Hospital,Q4,July,Minnesota,Minneapolis,77.89
Residential,Hospital,Q2,December,Georgia,Rochester,81.25
Residential,Hospital,Q3,November,Minnesota,Columbus,82.82
Culture,House,Q4,December,Minnesota,Minneapolis,83.86
Culture,House,Q2,November,Georgia,Rochester,85.23
Culture,House,Q3,May,Minnesota,Columbus,86.61
Culture,House,Q4,April,Georgia,Minneapolis,86.73
Culture,House,Q2,August,Minnesota,Rochester,88.41
Culture,House,Q3,September,Georgia,Columbus,17.47
Culture,House,Q4,July,Minnesota,Minneapolis,90.52
Culture,House,Q2,December,Georgia,Rochester,91.88
Culture,House,Q3,November,Minnesota,Columbus,92.05
Service,Apartment,Q4,December,Minnesota,Minneapolis,92.88
Service,Apartment,Q2,November,Georgia,Rochester,93.4
Service,Apartment,Q3,May,Minnesota,Columbus,95.41
Service,Apartment,Q4,April,Georgia,Minneapolis,95.66
Service,Apartment,Q2,August,Minnesota,Rochester,95.77
Service,Apartment,Q3,September,Georgia,Columbus,98.91
Service,Apartment,Q4,July,Minnesota,Minneapolis,98.95
Service,Apartment,Q2,December,Georgia,Rochester,19.3
Service,Apartment,Q3,November,Minnesota,Columbus,23.01
