State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Minnesota,Rochester,Soil,Solid Waste,14.36
Minnesota,Rochester,Water,Urban Activities,17.24
Minnesota,Rochester,Soil,Industrial,20.45
Minnesota,Rochester,Water,Surface water,22.36
Minnesota,Rochester,Soil,Chemical,26.75
Minnesota,Rochester,Water,Groundwater,28.77
Minnesota,Rochester,Soil,Oxygen-depletion,31.11
Minnesota,Rochester,Water,Solid Waste,-94.13
Nevada,Hastings,Soil,Solid Waste,38.96
Nevada,Hastings,Water,Urban Activities,41.27
Nevada,Hastings,Soil,Industrial,-87.18
Nevada,Hastings,Water,Surface water,43.56
Nevada,Hastings,Soil,Chemical,-80.8
Nevada,Hastings,Water,Groundwater,-80.93
Nevada,Hastings,Soil,Oxygen-depletion,50.08
Nevada,Hastings,Water,Solid Waste,51.1
Minnesota,Las Vegas,Soil,Solid Waste,-74.71
Minnesota,Las Vegas,Water,Urban Activities,-72.36
Minnesota,Las Vegas,Soil,Industrial,-69.43
Minnesota,Las Vegas,Water,Surface water,-67.58
Minnesota,Las Vegas,Soil,Chemical,-61.57
Minnesota,Las Vegas,Water,Groundwater,70.45
Minnesota,Las Vegas,Soil,Oxygen-depletion,71.97
Minnesota,Las Vegas,Water,Solid Waste,-54.11
Nevada,Boulder City,Soil,Solid Waste,-53.4
Nevada,Boulder City,Water,Urban Activities,-52.56
Nevada,Boulder City,Soil,Industrial,77.4
Nevada,Boulder City,Water,Surface water,74.99
Nevada,Boulder City,Soil,Chemical,81.57
Nevada,Boulder City,Water,Groundwater,83.63
Nevada,Boulder City,Soil,Oxygen-depletion,-42.26
Nevada,Boulder City,Water,Solid Waste,87.9
Minnesota,Reno,Soil,Solid Waste,-42.74
Minnesota,Reno,Water,Urban Activities,95.1
Minnesota,Reno,Soil,Industrial,-32.15
Minnesota,Reno,Water,Surface water,-33.21
Minnesota,Reno,Soil,Chemical,-20.91
Minnesota,Reno,Water,Groundwater,-15.09
Minnesota,Reno,Soil,Oxygen-depletion,-11.75
Minnesota,Reno,Water,Solid Waste,-3.11
