Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Export,2018,Cereals,Oats,904.47
Export,2018,Dairy,Wheat,521.23
Export,2018,Meat,Rice,904.27
Export,2018,Cereals,Yoghurt,268.73
Export,2018,Dairy,Butter,786.23
Export,2018,Meat,Cream,411.19
Export,2018,Cereals,Duck,411.17
Export,2018,Dairy,Camel,672.21
Export,2018,Meat,Oats,550.66
Export,2021,Cereals,Oats,295.09
Export,2021,Dairy,Wheat,948.85
Export,2021,Meat,Rice,956.58
Export,2021,Cereals,Yoghurt,316.08
Export,2021,Dairy,Butter,829.98
Export,2021,Meat,Cream,449.13
Export,2021,Cereals,Duck,837.95
Export,2021,Dairy,Camel,78.17
Export,2021,Meat,Oats,722.68
Export,2018,Cereals,Oats,84.43
Export,2018,Dairy,Wheat,600.91
Export,2018,Meat,Rice,100.45
Export,2018,Cereals,Yoghurt,359.28
Export,2018,Dairy,Butter,370.27
Export,2018,Meat,Cream,758.97
Export,2018,Cereals,Duck,630.4
Export,2018,Dairy,Camel,888.12
Export,2018,Meat,Oats,639.18
