Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Import,2022,Beverage,Juice,649.43
Import,2022,Meat,Soda,781.35
Import,2022,Beverage,Coffee,783.04
Import,2022,Meat,Pork,785.76
Import,2022,Beverage,Chicken,276.3
Import,2022,Meat,Beef,413.65
Import,2020,Beverage,Juice,160.11
Import,2020,Meat,Soda,164.32
Import,2020,Beverage,Coffee,166.22
Import,2020,Meat,Pork,565.91
Import,2020,Beverage,Chicken,184.84
Import,2020,Meat,Beef,61.71
Import,2015,Beverage,Juice,66.59
Import,2015,Meat,Soda,971.8
Import,2015,Beverage,Coffee,975.78
Import,2015,Meat,Pork,340.67
Import,2015,Beverage,Chicken,601.44
Import,2015,Meat,Beef,482.06
Import,2022,Beverage,Juice,868.6
Import,2022,Meat,Soda,996.58
Import,2022,Beverage,Coffee,236.65
Import,2022,Meat,Pork,885.32
Import,2022,Beverage,Chicken,631.34
Import,2022,Meat,Beef,377.29
