Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Production,Factory,Q2,June,Florida,Tampa,3.2
Production,Factory,Q3,May,Florida,Tampa,5.99
Production,Factory,Q2,September,Florida,Tampa,6.02
Production,Factory,Q3,August,Florida,Tampa,5.82
Residential,Workshop,Q2,June,Florida,Tampa,10.23
Residential,Workshop,Q3,May,Florida,Tampa,14.41
Residential,Workshop,Q2,September,Florida,Tampa,17.51
Residential,Workshop,Q3,August,Florida,Tampa,17.96
Service,House,Q2,June,Florida,Tampa,19.33
Service,House,Q3,May,Florida,Tampa,23.48
Service,House,Q2,September,Florida,Tampa,24.32
Service,House,Q3,August,Florida,Tampa,29.35
Production,Hotel,Q2,June,Florida,Tampa,33.2
Production,Hotel,Q3,May,Florida,Tampa,35.09
Production,Hotel,Q2,September,Florida,Tampa,35.23
Production,Hotel,Q3,August,Florida,Tampa,40.9
Residential,Apartment,Q2,June,Florida,Tampa,46.19
Residential,Apartment,Q3,May,Florida,Tampa,49.34
Residential,Apartment,Q2,September,Florida,Tampa,53.77
Residential,Apartment,Q3,August,Florida,Tampa,53.74
Service,Library,Q2,June,Florida,Tampa,62.35
Service,Library,Q3,May,Florida,Tampa,72.6
Service,Library,Q2,September,Florida,Tampa,72.64
Service,Library,Q3,August,Florida,Tampa,77.17
Production,Hospital,Q2,June,Florida,Tampa,78.78
Production,Hospital,Q3,May,Florida,Tampa,85.52
Production,Hospital,Q2,September,Florida,Tampa,89.4
Production,Hospital,Q3,August,Florida,Tampa,95.13
