Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2020,Minnesota,Hastings,Humidity,Medium,1.88
2020,Minnesota,Hastings,Temperature,Low,3.03
2020,Minnesota,Hastings,Wind,31-40,4.0
2020,Minnesota,Hastings,Humidity,11-20,5.0
2020,Minnesota,Hastings,Temperature,0-10,5.71
2020,Minnesota,Hastings,Wind,Calm,7.41
2020,Minnesota,Hastings,Humidity,Breeze,7.4
2020,Minnesota,Hastings,Temperature,Medium,9.08
2020,Minnesota,Hastings,Wind,Low,10.35
2016,Florida,Rochester,Humidity,Medium,11.07
2016,Florida,Rochester,Temperature,Low,12.13
2016,Florida,Rochester,Wind,31-40,11.26
2016,Florida,Rochester,Humidity,11-20,10.91
2016,Florida,Rochester,Temperature,0-10,12.54
2016,Florida,Rochester,Wind,Calm,7.73
2016,Florida,Rochester,Humidity,Breeze,9.34
2016,Florida,Rochester,Temperature,Medium,18.21
2016,Florida,Rochester,Wind,Low,16.33
2015,Minnesota,Tampa,Humidity,Medium,20.62
2015,Minnesota,Tampa,Temperature,Low,20.46
2015,Minnesota,Tampa,Wind,31-40,20.24
2015,Minnesota,Tampa,Humidity,11-20,23.84
2015,Minnesota,Tampa,Temperature,0-10,24.8
2015,Minnesota,Tampa,Wind,Calm,24.2
2015,Minnesota,Tampa,Humidity,Breeze,26.71
2015,Minnesota,Tampa,Temperature,Medium,27.55
2015,Minnesota,Tampa,Wind,Low,24.41
2020,Florida,Fort Lauderdale,Humidity,Medium,26.87
2020,Florida,Fort Lauderdale,Temperature,Low,27.34
2020,Florida,Fort Lauderdale,Wind,31-40,24.9
2020,Florida,Fort Lauderdale,Humidity,11-20,27.17
2020,Florida,Fort Lauderdale,Temperature,0-10,24.93
2020,Florida,Fort Lauderdale,Wind,Calm,5.51
2020,Florida,Fort Lauderdale,Humidity,Breeze,9.95
2020,Florida,Fort Lauderdale,Temperature,Medium,10.38
2020,Florida,Fort Lauderdale,Wind,Low,12.28
