State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Illinois,Champaign,Water,Chemical,9.06
Illinois,Champaign,Soil,Groundwater,10.23
Illinois,Champaign,Water,Oxygen-depletion,18.16
Illinois,Champaign,Soil,Surface water,19.8
Illinois,Champaign,Water,Urban Activities,20.97
Illinois,Champaign,Soil,Inferior Irrigation,24.93
Illinois,Champaign,Water,Chemical,27.92
Illinois,Champaign,Soil,Groundwater,28.52
California,Springfield,Water,Chemical,-7.28
California,Springfield,Soil,Groundwater,-92.98
California,Springfield,Water,Oxygen-depletion,-91.65
California,Springfield,Soil,Surface water,-90.78
California,Springfield,Water,Urban Activities,-89.69
California,Springfield,Soil,Inferior Irrigation,39.07
California,Springfield,Water,Chemical,-86.86
California,Springfield,Soil,Groundwater,-84.11
Florida,Berkeley,Water,Chemical,45.31
Florida,Berkeley,Soil,Groundwater,47.66
Florida,Berkeley,Water,Oxygen-depletion,48.13
Florida,Berkeley,Soil,Surface water,49.16
Florida,Berkeley,Water,Urban Activities,50.97
Florida,Berkeley,Soil,Inferior Irrigation,-78.69
Florida,Berkeley,Water,Chemical,48.8
Florida,Berkeley,Soil,Groundwater,54.88
Illinois,San Francisco,Water,Chemical,-74.87
Illinois,San Francisco,Soil,Groundwater,54.47
Illinois,San Francisco,Water,Oxygen-depletion,-71.34
Illinois,San Francisco,Soil,Surface water,58.5
Illinois,San Francisco,Water,Urban Activities,59.75
Illinois,San Francisco,Soil,Inferior Irrigation,-68.47
Illinois,San Francisco,Water,Chemical,61.48
Illinois,San Francisco,Soil,Groundwater,64.54
California,Los-Angeles,Water,Chemical,67.92
California,Los-Angeles,Soil,Groundwater,68.6
California,Los-Angeles,Water,Oxygen-depletion,67.34
California,Los-Angeles,Soil,Surface water,67.75
California,Los-Angeles,Water,Urban Activities,72.09
California,Los-Angeles,Soil,Inferior Irrigation,74.0
California,Los-Angeles,Water,Chemical,-54.43
California,Los-Angeles,Soil,Groundwater,-51.81
Florida,Fort Lauderdale,Water,Chemical,78.93
Florida,Fort Lauderdale,Soil,Groundwater,79.97
Florida,Fort Lauderdale,Water,Oxygen-depletion,-47.17
Florida,Fort Lauderdale,Soil,Surface water,-46.89
Florida,Fort Lauderdale,Water,Urban Activities,-43.83
Florida,Fort Lauderdale,Soil,Inferior Irrigation,85.13
Florida,Fort Lauderdale,Water,Chemical,87.63
Florida,Fort Lauderdale,Soil,Groundwater,88.27
Illinois,Tampa,Water,Chemical,-39.67
Illinois,Tampa,Soil,Groundwater,92.13
Illinois,Tampa,Water,Oxygen-depletion,94.05
Illinois,Tampa,Soil,Surface water,97.92
Illinois,Tampa,Water,Urban Activities,-26.76
Illinois,Tampa,Soil,Inferior Irrigation,-24.78
Illinois,Tampa,Water,Chemical,-7.22
Illinois,Tampa,Soil,Groundwater,-1.83
