Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Export,2022,Q2,Cereals,Wheat,128.88
Export,2022,Q2,Dairy,Rice,516.81
Export,2022,Q2,Meat,Cream,650.37
Export,2022,Q2,Cereals,Butter,524.71
Export,2022,Q2,Dairy,Duck,14.35
Export,2022,Q2,Meat,Camel,22.0
Export,2017,Q2,Cereals,Wheat,667.8
Export,2017,Q2,Dairy,Rice,800.1
Export,2017,Q2,Meat,Cream,931.7
Export,2017,Q2,Cereals,Butter,40.29
Export,2017,Q2,Dairy,Duck,436.28
Export,2017,Q2,Meat,Camel,564.19
Export,2022,Q2,Cereals,Wheat,826.78
Export,2022,Q2,Dairy,Rice,713.0
Export,2022,Q2,Meat,Cream,331.91
Export,2022,Q2,Cereals,Butter,76.83
Export,2022,Q2,Dairy,Duck,845.66
Export,2022,Q2,Meat,Camel,475.14
Export,2017,Q2,Cereals,Wheat,870.15
Export,2017,Q2,Dairy,Rice,231.55
Export,2017,Q2,Meat,Cream,751.02
Export,2017,Q2,Cereals,Butter,633.69
Export,2017,Q2,Dairy,Duck,250.77
Export,2017,Q2,Meat,Camel,636.63
