Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Service,Library,Q1,February,1.84
Service,Library,Q4,January,1.48
Service,Library,Q2,November,4.35
Service,Library,Q1,December,8.68
Service,Library,Q4,April,10.27
Service,Library,Q2,June,10.38
Service,Library,Q1,May,11.05
Service,Library,Q4,February,13.84
Service,Library,Q2,January,14.58
Production,School,Q1,February,17.09
Production,School,Q4,January,21.69
Production,School,Q2,November,23.51
Production,School,Q1,December,26.13
Production,School,Q4,April,27.27
Production,School,Q2,June,26.76
Production,School,Q1,May,29.1
Production,School,Q4,February,26.87
Production,School,Q2,January,31.4
Residential,Administration,Q1,February,30.42
Residential,Administration,Q4,January,28.5
Residential,Administration,Q2,November,35.01
Residential,Administration,Q1,December,36.33
Residential,Administration,Q4,April,35.41
Residential,Administration,Q2,June,38.32
Residential,Administration,Q1,May,39.81
Residential,Administration,Q4,February,40.2
Residential,Administration,Q2,January,41.5
Service,Workshop,Q1,February,42.32
Service,Workshop,Q4,January,43.3
Service,Workshop,Q2,November,46.15
Service,Workshop,Q1,December,46.93
Service,Workshop,Q4,April,48.51
Service,Workshop,Q2,June,47.84
Service,Workshop,Q1,May,46.25
Service,Workshop,Q4,February,53.03
Service,Workshop,Q2,January,54.49
Production,Factory,Q1,February,54.0
Production,Factory,Q4,January,54.08
Production,Factory,Q2,November,53.76
Production,Factory,Q1,December,58.51
Production,Factory,Q4,April,59.08
Production,Factory,Q2,June,63.3
Production,Factory,Q1,May,65.95
Production,Factory,Q4,February,66.89
Production,Factory,Q2,January,66.78
Residential,Apartment,Q1,February,69.3
Residential,Apartment,Q4,January,70.68
Residential,Apartment,Q2,November,69.13
Residential,Apartment,Q1,December,74.91
Residential,Apartment,Q4,April,75.59
Residential,Apartment,Q2,June,77.26
Residential,Apartment,Q1,May,78.68
Residential,Apartment,Q4,February,81.68
Residential,Apartment,Q2,January,82.73
Service,Hotel,Q1,February,83.56
Service,Hotel,Q4,January,84.27
Service,Hotel,Q2,November,85.27
Service,Hotel,Q1,December,85.51
Service,Hotel,Q4,April,87.83
Service,Hotel,Q2,June,81.31
Service,Hotel,Q1,May,89.62
Service,Hotel,Q4,February,83.1
Service,Hotel,Q2,January,91.47
Production,House,Q1,February,92.89
Production,House,Q4,January,94.31
Production,House,Q2,November,95.99
Production,House,Q1,December,95.9
Production,House,Q4,April,97.46
Production,House,Q2,June,98.85
Production,House,Q1,May,98.46
Production,House,Q4,February,98.09
Production,House,Q2,January,98.08
