Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Service,Administration,Q4,November,Michigan,Flint,0.39
Service,Administration,Q2,October,Maryland,Detroit,1.08
Service,Administration,Q1,December,Michigan,Columbia,5.63
Service,Administration,Q4,April,Maryland,Aberdeen,11.53
Service,Administration,Q2,May,Michigan,Flint,11.45
Service,Administration,Q1,January,Maryland,Detroit,19.98
Service,Administration,Q4,February,Michigan,Columbia,23.64
Service,Administration,Q2,November,Maryland,Aberdeen,23.26
Service,Administration,Q1,October,Michigan,Flint,26.38
Production,Library,Q4,November,Michigan,Flint,29.57
Production,Library,Q2,October,Maryland,Detroit,29.61
Production,Library,Q1,December,Michigan,Columbia,35.16
Production,Library,Q4,April,Maryland,Aberdeen,36.83
Production,Library,Q2,May,Michigan,Flint,36.32
Production,Library,Q1,January,Maryland,Detroit,42.07
Production,Library,Q4,February,Michigan,Columbia,43.38
Production,Library,Q2,November,Maryland,Aberdeen,48.89
Production,Library,Q1,October,Michigan,Flint,49.56
Service,School,Q4,November,Michigan,Flint,51.05
Service,School,Q2,October,Maryland,Detroit,52.61
Service,School,Q1,December,Michigan,Columbia,56.16
Service,School,Q4,April,Maryland,Aberdeen,58.82
Service,School,Q2,May,Michigan,Flint,59.53
Service,School,Q1,January,Maryland,Detroit,63.06
Service,School,Q4,February,Michigan,Columbia,64.41
Service,School,Q2,November,Maryland,Aberdeen,65.31
Service,School,Q1,October,Michigan,Flint,69.82
Production,Workshop,Q4,November,Michigan,Flint,71.11
Production,Workshop,Q2,October,Maryland,Detroit,72.7
Production,Workshop,Q1,December,Michigan,Columbia,72.22
Production,Workshop,Q4,April,Maryland,Aberdeen,74.35
Production,Workshop,Q2,May,Michigan,Flint,75.73
Production,Workshop,Q1,January,Maryland,Detroit,73.87
Production,Workshop,Q4,February,Michigan,Columbia,73.86
Production,Workshop,Q2,November,Maryland,Aberdeen,78.06
Production,Workshop,Q1,October,Michigan,Flint,79.29
Service,Factory,Q4,November,Michigan,Flint,89.48
Service,Factory,Q2,October,Maryland,Detroit,90.32
Service,Factory,Q1,December,Michigan,Columbia,90.0
Service,Factory,Q4,April,Maryland,Aberdeen,92.66
Service,Factory,Q2,May,Michigan,Flint,90.38
Service,Factory,Q1,January,Maryland,Detroit,94.68
Service,Factory,Q4,February,Michigan,Columbia,91.82
Service,Factory,Q2,November,Maryland,Aberdeen,90.82
Service,Factory,Q1,October,Michigan,Flint,97.03
