Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Residential,Hotel,Q3,August,1.43
Residential,Hotel,Q2,July,6.74
Residential,Hotel,Q1,June,8.76
Residential,Hotel,Q3,April,11.42
Residential,Hotel,Q2,May,11.49
Residential,Hotel,Q1,January,13.47
Residential,Hotel,Q3,March,12.93
Residential,Hotel,Q2,August,15.7
Residential,Hotel,Q1,July,16.07
Culture,House,Q3,August,19.94
Culture,House,Q2,July,20.59
Culture,House,Q1,June,22.59
Culture,House,Q3,April,27.36
Culture,House,Q2,May,28.94
Culture,House,Q1,January,29.34
Culture,House,Q3,March,32.79
Culture,House,Q2,August,33.45
Culture,House,Q1,July,34.4
Production,Theatre,Q3,August,32.41
Production,Theatre,Q2,July,32.5
Production,Theatre,Q1,June,33.28
Production,Theatre,Q3,April,36.46
Production,Theatre,Q2,May,35.05
Production,Theatre,Q1,January,40.1
Production,Theatre,Q3,March,41.07
Production,Theatre,Q2,August,40.65
Production,Theatre,Q1,July,43.18
Residential,Concert,Q3,August,43.63
Residential,Concert,Q2,July,43.16
Residential,Concert,Q1,June,46.38
Residential,Concert,Q3,April,52.92
Residential,Concert,Q2,May,54.51
Residential,Concert,Q1,January,55.98
Residential,Concert,Q3,March,63.76
Residential,Concert,Q2,August,0.16
Residential,Concert,Q1,July,65.71
Culture,Museum,Q3,August,71.16
Culture,Museum,Q2,July,72.34
Culture,Museum,Q1,June,75.04
Culture,Museum,Q3,April,75.09
Culture,Museum,Q2,May,77.32
Culture,Museum,Q1,January,76.46
Culture,Museum,Q3,March,79.16
Culture,Museum,Q2,August,80.67
Culture,Museum,Q1,July,76.18
Production,Workshop,Q3,August,75.32
Production,Workshop,Q2,July,83.28
Production,Workshop,Q1,June,83.16
Production,Workshop,Q3,April,84.06
Production,Workshop,Q2,May,81.11
Production,Workshop,Q1,January,82.19
Production,Workshop,Q3,March,88.21
Production,Workshop,Q2,August,89.76
Production,Workshop,Q1,July,91.23
Residential,Factory,Q3,August,91.7
Residential,Factory,Q2,July,91.3
Residential,Factory,Q1,June,94.08
Residential,Factory,Q3,April,95.1
Residential,Factory,Q2,May,96.31
Residential,Factory,Q1,January,96.97
Residential,Factory,Q3,March,99.62
Residential,Factory,Q2,August,99.3
Residential,Factory,Q1,July,99.85
