Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Production,Workshop,Q1,March,1.29
Production,Workshop,Q3,January,4.16
Production,Workshop,Q1,August,5.6
Production,Workshop,Q3,July,8.13
Production,Workshop,Q1,September,12.43
Production,Workshop,Q3,March,15.33
Culture,Factory,Q1,March,22.99
Culture,Factory,Q3,January,23.37
Culture,Factory,Q1,August,24.57
Culture,Factory,Q3,July,29.89
Culture,Factory,Q1,September,31.08
Culture,Factory,Q3,March,33.99
Service,Museum,Q1,March,34.0
Service,Museum,Q3,January,38.06
Service,Museum,Q1,August,38.11
Service,Museum,Q3,July,38.65
Service,Museum,Q1,September,43.36
Service,Museum,Q3,March,44.95
Production,Concert,Q1,March,45.7
Production,Concert,Q3,January,46.22
Production,Concert,Q1,August,47.16
Production,Concert,Q3,July,49.58
Production,Concert,Q1,September,50.32
Production,Concert,Q3,March,53.9
Culture,Theatre,Q1,March,53.2
Culture,Theatre,Q3,January,56.92
Culture,Theatre,Q1,August,57.12
Culture,Theatre,Q3,July,58.33
Culture,Theatre,Q1,September,61.57
Culture,Theatre,Q3,March,62.06
Service,Administration,Q1,March,64.01
Service,Administration,Q3,January,64.27
Service,Administration,Q1,August,67.2
Service,Administration,Q3,July,70.59
Service,Administration,Q1,September,70.31
Service,Administration,Q3,March,71.55
Production,School,Q1,March,71.45
Production,School,Q3,January,72.1
Production,School,Q1,August,74.42
Production,School,Q3,July,79.08
Production,School,Q1,September,81.11
Production,School,Q3,March,83.71
Culture,Library,Q1,March,88.52
Culture,Library,Q3,January,90.33
Culture,Library,Q1,August,90.95
Culture,Library,Q3,July,91.9
Culture,Library,Q1,September,98.9
Culture,Library,Q3,March,99.41
