Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Import,2022,Q2,Meat,Lamb,11.34
Import,2022,Q2,Beverage,Beef,652.82
Import,2022,Q2,Meat,Pork,653.09
Import,2022,Q2,Beverage,Coffee,908.6
Import,2022,Q2,Meat,Tea,934.91
Import,2022,Q2,Beverage,Juice,295.27
Import,2015,Q2,Meat,Lamb,40.83
Import,2015,Q2,Beverage,Beef,938.33
Import,2015,Q2,Meat,Pork,430.03
Import,2015,Q2,Beverage,Coffee,307.87
Import,2015,Q2,Meat,Tea,435.19
Import,2015,Q2,Beverage,Juice,439.0
Import,2022,Q2,Meat,Lamb,583.83
Import,2022,Q2,Beverage,Beef,843.59
Import,2022,Q2,Meat,Pork,716.57
Import,2022,Q2,Beverage,Coffee,79.58
Import,2022,Q2,Meat,Tea,849.96
Import,2022,Q2,Beverage,Juice,82.06
Import,2015,Q2,Meat,Lamb,337.88
Import,2015,Q2,Beverage,Beef,857.16
Import,2015,Q2,Meat,Pork,359.31
Import,2015,Q2,Beverage,Coffee,877.3
Import,2015,Q2,Meat,Tea,754.06
Import,2015,Q2,Beverage,Juice,252.1
