Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Export,2018,Q4,Meat,Pork,387.63
Export,2018,Q4,Dairy,Duck,395.71
Export,2018,Q4,Beverage,Camel,395.1
Export,2018,Q4,Meat,Butter,532.16
Export,2018,Q4,Dairy,Cream,28.42
Export,2018,Q4,Beverage,Milk,541.43
Export,2018,Q4,Meat,Soda,288.25
Export,2018,Q4,Dairy,Coffee,801.04
Export,2018,Q4,Beverage,Pork,32.15
Export,2020,Q4,Meat,Pork,680.9
Export,2020,Q4,Dairy,Duck,811.19
Export,2020,Q4,Beverage,Camel,556.51
Export,2020,Q4,Meat,Butter,813.8
Export,2020,Q4,Dairy,Cream,48.34
Export,2020,Q4,Beverage,Milk,688.87
Export,2020,Q4,Meat,Soda,818.75
Export,2020,Q4,Dairy,Coffee,184.53
Export,2020,Q4,Beverage,Pork,57.76
Export,2018,Q4,Meat,Pork,66.71
Export,2018,Q4,Dairy,Duck,708.07
Export,2018,Q4,Beverage,Camel,584.03
Export,2018,Q4,Meat,Butter,458.55
Export,2018,Q4,Dairy,Cream,976.32
Export,2018,Q4,Beverage,Milk,338.62
Export,2018,Q4,Meat,Soda,595.06
Export,2018,Q4,Dairy,Coffee,85.08
Export,2018,Q4,Beverage,Pork,345.81
Export,2020,Q4,Meat,Pork,736.88
Export,2020,Q4,Dairy,Duck,233.37
Export,2020,Q4,Beverage,Camel,235.34
Export,2020,Q4,Meat,Butter,366.79
Export,2020,Q4,Dairy,Cream,751.21
Export,2020,Q4,Beverage,Milk,241.29
Export,2020,Q4,Meat,Soda,633.42
Export,2020,Q4,Dairy,Coffee,764.4
Export,2020,Q4,Beverage,Pork,382.75
