Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Production,Workshop,Q3,August,6.09
Production,Workshop,Q1,September,6.63
Production,Workshop,Q2,July,13.04
Production,Workshop,Q3,February,13.45
Production,Workshop,Q1,March,15.07
Production,Workshop,Q2,January,19.3
Production,Workshop,Q3,April,21.94
Production,Workshop,Q1,May,23.52
Production,Workshop,Q2,August,26.82
Culture,Factory,Q3,August,26.85
Culture,Factory,Q1,September,28.71
Culture,Factory,Q2,July,29.72
Culture,Factory,Q3,February,30.9
Culture,Factory,Q1,March,27.42
Culture,Factory,Q2,January,32.8
Culture,Factory,Q3,April,30.74
Culture,Factory,Q1,May,38.39
Culture,Factory,Q2,August,40.17
Production,Concert,Q3,August,42.83
Production,Concert,Q1,September,51.63
Production,Concert,Q2,July,52.82
Production,Concert,Q3,February,54.71
Production,Concert,Q1,March,56.85
Production,Concert,Q2,January,58.66
Production,Concert,Q3,April,58.11
Production,Concert,Q1,May,62.1
Production,Concert,Q2,August,67.16
Culture,Museum,Q3,August,80.14
Culture,Museum,Q1,September,84.09
Culture,Museum,Q2,July,85.14
Culture,Museum,Q3,February,87.07
Culture,Museum,Q1,March,87.91
Culture,Museum,Q2,January,87.22
Culture,Museum,Q3,April,94.38
Culture,Museum,Q1,May,98.53
Culture,Museum,Q2,August,0.01
