Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Production,Workshop,Q2,June,5.39
Production,Workshop,Q3,May,9.9
Production,Workshop,Q2,July,16.5
Production,Workshop,Q3,September,16.64
Production,Workshop,Q2,August,20.42
Production,Workshop,Q3,June,25.59
Residential,Factory,Q2,June,29.44
Residential,Factory,Q3,May,39.56
Residential,Factory,Q2,July,44.78
Residential,Factory,Q3,September,45.5
Residential,Factory,Q2,August,58.36
Residential,Factory,Q3,June,58.64
Production,House,Q2,June,61.52
Production,House,Q3,May,62.12
Production,House,Q2,July,72.85
Production,House,Q3,September,74.28
Production,House,Q2,August,75.68
Production,House,Q3,June,77.59
Residential,Apartment,Q2,June,84.57
Residential,Apartment,Q3,May,86.34
Residential,Apartment,Q2,July,92.82
Residential,Apartment,Q3,September,94.11
Residential,Apartment,Q2,August,96.5
Residential,Apartment,Q3,June,99.63
