Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Import,2018,Cereals,Rice,649.33
Import,2018,Dairy,Soybeans,917.35
Import,2018,Beverage,Cheese,29.43
Import,2018,Cereals,Milk,929.28
Import,2018,Dairy,Butter,552.51
Import,2018,Beverage,Juice,298.7
Import,2018,Cereals,Coffee,178.86
Import,2018,Dairy,Soda,58.59
Import,2018,Beverage,Rice,826.78
Import,2019,Cereals,Rice,702.48
Import,2019,Dairy,Soybeans,830.85
Import,2019,Beverage,Cheese,964.99
Import,2019,Cereals,Milk,329.25
Import,2019,Dairy,Butter,203.04
Import,2019,Beverage,Juice,464.13
Import,2019,Cereals,Coffee,211.26
Import,2019,Dairy,Soda,598.85
Import,2019,Beverage,Rice,480.19
Import,2018,Cereals,Rice,97.42
Import,2018,Dairy,Soybeans,481.61
Import,2018,Beverage,Cheese,366.17
Import,2018,Cereals,Milk,111.53
Import,2018,Dairy,Butter,112.69
Import,2018,Beverage,Juice,878.24
Import,2018,Cereals,Coffee,366.6
Import,2018,Dairy,Soda,888.76
Import,2018,Beverage,Rice,510.65
