State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Nevada,Boulder City,Soil,Inorganic Fertilizers,-0.95
Nevada,Boulder City,Air,Urban Activities,2.5
Nevada,Boulder City,Water,Noise,3.78
Nevada,Boulder City,Soil,Light,5.7
Nevada,Boulder City,Air,Thermal,6.29
Nevada,Boulder City,Water,Oxygen-depletion,7.93
Nevada,Boulder City,Soil,Groundwater,8.07
Nevada,Boulder City,Air,Surface water,9.85
Nevada,Boulder City,Water,Chemical,17.88
Nevada,Boulder City,Soil,Inorganic Fertilizers,-97.44
Nevada,Boulder City,Air,Urban Activities,-97.93
Nevada,Boulder City,Water,Noise,33.31
Oregon,Reno,Soil,Inorganic Fertilizers,-94.11
Oregon,Reno,Air,Urban Activities,36.68
Oregon,Reno,Water,Noise,-91.83
Oregon,Reno,Soil,Light,37.11
Oregon,Reno,Air,Thermal,-87.88
Oregon,Reno,Water,Oxygen-depletion,42.93
Oregon,Reno,Soil,Groundwater,47.22
Oregon,Reno,Air,Surface water,-80.07
Oregon,Reno,Water,Chemical,-78.75
Oregon,Reno,Soil,Inorganic Fertilizers,-78.47
Oregon,Reno,Air,Urban Activities,52.86
Oregon,Reno,Water,Noise,55.55
Nevada,Redmond,Soil,Inorganic Fertilizers,57.78
Nevada,Redmond,Air,Urban Activities,58.59
Nevada,Redmond,Water,Noise,61.77
Nevada,Redmond,Soil,Light,-66.4
Nevada,Redmond,Air,Thermal,62.17
Nevada,Redmond,Water,Oxygen-depletion,69.68
Nevada,Redmond,Soil,Groundwater,-59.42
Nevada,Redmond,Air,Surface water,72.62
Nevada,Redmond,Water,Chemical,75.87
Nevada,Redmond,Soil,Inorganic Fertilizers,78.96
Nevada,Redmond,Air,Urban Activities,-49.45
Nevada,Redmond,Water,Noise,81.18
Oregon,Salem,Soil,Inorganic Fertilizers,82.32
Oregon,Salem,Air,Urban Activities,-44.34
Oregon,Salem,Water,Noise,86.39
Oregon,Salem,Soil,Light,86.43
Oregon,Salem,Air,Thermal,89.15
Oregon,Salem,Water,Oxygen-depletion,-38.6
Oregon,Salem,Soil,Groundwater,91.27
Oregon,Salem,Air,Surface water,-38.46
Oregon,Salem,Water,Chemical,-35.47
Oregon,Salem,Soil,Inorganic Fertilizers,94.08
Oregon,Salem,Air,Urban Activities,95.57
Oregon,Salem,Water,Noise,-34.49
Nevada,Portland,Soil,Inorganic Fertilizers,97.97
Nevada,Portland,Air,Urban Activities,-29.52
Nevada,Portland,Water,Noise,-26.04
Nevada,Portland,Soil,Light,-18.27
Nevada,Portland,Air,Thermal,-3.16
Nevada,Portland,Water,Oxygen-depletion,-13.18
Nevada,Portland,Soil,Groundwater,-12.01
Nevada,Portland,Air,Surface water,-11.33
Nevada,Portland,Water,Chemical,-7.98
Nevada,Portland,Soil,Inorganic Fertilizers,-6.18
Nevada,Portland,Air,Urban Activities,-5.12
Nevada,Portland,Water,Noise,-3.03
