Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Production,Factory,Q1,January,0.95
Production,Factory,Q4,March,6.33
Production,Factory,Q1,February,8.16
Production,Factory,Q4,November,9.88
Production,Factory,Q1,October,11.32
Production,Factory,Q4,January,12.46
Service,Workshop,Q1,January,15.07
Service,Workshop,Q4,March,15.68
Service,Workshop,Q1,February,17.26
Service,Workshop,Q4,November,18.67
Service,Workshop,Q1,October,18.06
Service,Workshop,Q4,January,18.07
Culture,Administration,Q1,January,23.06
Culture,Administration,Q4,March,24.92
Culture,Administration,Q1,February,29.81
Culture,Administration,Q4,November,31.26
Culture,Administration,Q1,October,32.31
Culture,Administration,Q4,January,31.73
Production,Hospital,Q1,January,34.32
Production,Hospital,Q4,March,35.94
Production,Hospital,Q1,February,35.11
Production,Hospital,Q4,November,37.27
Production,Hospital,Q1,October,33.74
Production,Hospital,Q4,January,45.01
Service,Library,Q1,January,45.73
Service,Library,Q4,March,51.07
Service,Library,Q1,February,55.25
Service,Library,Q4,November,57.43
Service,Library,Q1,October,61.44
Service,Library,Q4,January,63.87
Culture,Museum,Q1,January,64.64
Culture,Museum,Q4,March,64.58
Culture,Museum,Q1,February,66.44
Culture,Museum,Q4,November,67.76
Culture,Museum,Q1,October,68.33
Culture,Museum,Q4,January,82.02
Production,Theatre,Q1,January,84.32
Production,Theatre,Q4,March,85.59
Production,Theatre,Q1,February,89.12
Production,Theatre,Q4,November,92.97
Production,Theatre,Q1,October,94.82
Production,Theatre,Q4,January,99.76
