Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Production,Factory,Q3,August,Michigan,Detroit,4.06
Production,Factory,Q2,September,Florida,Port Huron,9.43
Production,Factory,Q3,July,Michigan,Fort Lauderdale,9.54
Production,Factory,Q2,May,Florida,Tampa,11.91
Production,Factory,Q3,June,Michigan,Detroit,15.23
Production,Factory,Q2,August,Florida,Port Huron,18.32
Culture,Workshop,Q3,August,Michigan,Detroit,18.89
Culture,Workshop,Q2,September,Florida,Port Huron,21.79
Culture,Workshop,Q3,July,Michigan,Fort Lauderdale,28.57
Culture,Workshop,Q2,May,Florida,Tampa,31.91
Culture,Workshop,Q3,June,Michigan,Detroit,31.24
Culture,Workshop,Q2,August,Florida,Port Huron,33.93
Production,Concert,Q3,August,Michigan,Detroit,34.83
Production,Concert,Q2,September,Florida,Port Huron,38.02
Production,Concert,Q3,July,Michigan,Fort Lauderdale,42.49
Production,Concert,Q2,May,Florida,Tampa,48.5
Production,Concert,Q3,June,Michigan,Detroit,54.69
Production,Concert,Q2,August,Florida,Port Huron,54.37
Culture,Theatre,Q3,August,Michigan,Detroit,59.83
Culture,Theatre,Q2,September,Florida,Port Huron,65.47
Culture,Theatre,Q3,July,Michigan,Fort Lauderdale,68.91
Culture,Theatre,Q2,May,Florida,Tampa,69.62
Culture,Theatre,Q3,June,Michigan,Detroit,74.24
Culture,Theatre,Q2,August,Florida,Port Huron,75.41
Production,Museum,Q3,August,Michigan,Detroit,80.39
Production,Museum,Q2,September,Florida,Port Huron,85.32
Production,Museum,Q3,July,Michigan,Fort Lauderdale,91.74
Production,Museum,Q2,May,Florida,Tampa,93.26
Production,Museum,Q3,June,Michigan,Detroit,96.54
Production,Museum,Q2,August,Florida,Port Huron,99.2
