Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Export,2022,Q4,Meat,Duck,387.45
Export,2022,Q4,Dairy,Pork,520.85
Export,2022,Q4,Beverage,Yoghurt,779.49
Export,2022,Q4,Meat,Milk,781.4
Export,2022,Q4,Dairy,Cheese,273.94
Export,2022,Q4,Beverage,Tea,663.78
Export,2022,Q4,Meat,Coffee,151.84
Export,2022,Q4,Dairy,Duck,284.18
Export,2022,Q4,Beverage,Pork,158.74
Export,2019,Q4,Meat,Duck,159.78
Export,2019,Q4,Dairy,Pork,288.31
Export,2019,Q4,Beverage,Yoghurt,417.8
Export,2019,Q4,Meat,Milk,807.44
Export,2019,Q4,Dairy,Cheese,682.65
Export,2019,Q4,Beverage,Tea,690.87
Export,2019,Q4,Meat,Coffee,695.43
Export,2019,Q4,Dairy,Duck,440.05
Export,2019,Q4,Beverage,Pork,197.66
Export,2022,Q4,Meat,Duck,973.47
Export,2022,Q4,Dairy,Pork,845.38
Export,2022,Q4,Beverage,Yoghurt,591.04
Export,2022,Q4,Meat,Milk,850.23
Export,2022,Q4,Dairy,Cheese,213.12
Export,2022,Q4,Beverage,Tea,730.58
Export,2022,Q4,Meat,Coffee,352.61
Export,2022,Q4,Dairy,Duck,97.09
Export,2022,Q4,Beverage,Pork,480.36
Export,2019,Q4,Meat,Duck,618.56
Export,2019,Q4,Dairy,Pork,492.03
Export,2019,Q4,Beverage,Yoghurt,114.78
Export,2019,Q4,Meat,Milk,754.41
Export,2019,Q4,Dairy,Cheese,252.61
Export,2019,Q4,Beverage,Tea,756.32
Export,2019,Q4,Meat,Coffee,374.98
Export,2019,Q4,Dairy,Duck,887.12
Export,2019,Q4,Beverage,Pork,380.25
