State,City,Year,Polluted element,Type of pollution,Value
State,City,Year,Polluted_element,Type_of_pollution,Value
Maryland,Baltimore,2021,Water,Groundwater,6.83
Maryland,Baltimore,2021,Air,Chemical,8.92
Maryland,Baltimore,2021,Soil,Surface water,15.46
Maryland,Baltimore,2021,Water,Light,20.95
Maryland,Baltimore,2021,Air,Thermal,-99.8
Maryland,Baltimore,2021,Soil,Noise,29.55
Maryland,Baltimore,2021,Water,Inorganic Fertilizers,-98.93
Maryland,Baltimore,2021,Air,Solid Waste,30.69
Maryland,Baltimore,2021,Soil,Groundwater,33.67
Illinois,Aberdeen,2022,Water,Groundwater,35.7
Illinois,Aberdeen,2022,Air,Chemical,-91.42
Illinois,Aberdeen,2022,Soil,Surface water,-91.43
Illinois,Aberdeen,2022,Water,Light,-90.64
Illinois,Aberdeen,2022,Air,Thermal,44.89
Illinois,Aberdeen,2022,Soil,Noise,-81.35
Illinois,Aberdeen,2022,Water,Inorganic Fertilizers,48.24
Illinois,Aberdeen,2022,Air,Solid Waste,-81.99
Illinois,Aberdeen,2022,Soil,Groundwater,50.56
Maryland,Columbia,2021,Water,Groundwater,53.51
Maryland,Columbia,2021,Air,Chemical,-71.39
Maryland,Columbia,2021,Soil,Surface water,58.63
Maryland,Columbia,2021,Water,Light,61.38
Maryland,Columbia,2021,Air,Thermal,63.85
Maryland,Columbia,2021,Soil,Noise,64.1
Maryland,Columbia,2021,Water,Inorganic Fertilizers,-64.1
Maryland,Columbia,2021,Air,Solid Waste,-63.64
Maryland,Columbia,2021,Soil,Groundwater,66.96
Illinois,Chicago,2022,Water,Groundwater,-60.17
Illinois,Chicago,2022,Air,Chemical,-60.01
Illinois,Chicago,2022,Soil,Surface water,-55.02
Illinois,Chicago,2022,Water,Light,73.04
Illinois,Chicago,2022,Air,Thermal,-53.66
Illinois,Chicago,2022,Soil,Noise,-51.64
Illinois,Chicago,2022,Water,Inorganic Fertilizers,-50.75
Illinois,Chicago,2022,Air,Solid Waste,-49.31
Illinois,Chicago,2022,Soil,Groundwater,80.62
Maryland,Champaign,2021,Water,Groundwater,86.7
Maryland,Champaign,2021,Air,Chemical,-41.74
Maryland,Champaign,2021,Soil,Surface water,-40.97
Maryland,Champaign,2021,Water,Light,89.8
Maryland,Champaign,2021,Air,Thermal,89.91
Maryland,Champaign,2021,Soil,Noise,-37.59
Maryland,Champaign,2021,Water,Inorganic Fertilizers,92.13
Maryland,Champaign,2021,Air,Solid Waste,88.91
Maryland,Champaign,2021,Soil,Groundwater,87.68
Illinois,Springfield,2022,Water,Groundwater,-42.34
Illinois,Springfield,2022,Air,Chemical,-35.53
Illinois,Springfield,2022,Soil,Surface water,-31.17
Illinois,Springfield,2022,Water,Light,99.89
Illinois,Springfield,2022,Air,Thermal,-27.96
Illinois,Springfield,2022,Soil,Noise,-25.42
Illinois,Springfield,2022,Water,Inorganic Fertilizers,-24.99
Illinois,Springfield,2022,Air,Solid Waste,-22.1
Illinois,Springfield,2022,Soil,Groundwater,-1.24
