State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Nevada,Boulder City,Water,Oxygen-depletion,2.03
Nevada,Boulder City,Air,Chemical,5.89
Nevada,Boulder City,Soil,Surface water,5.42
Nevada,Boulder City,Water,Groundwater,10.9
Nevada,Boulder City,Air,Light,10.12
Nevada,Boulder City,Soil,Noise,10.17
Nevada,Boulder City,Water,Inferior Irrigation,18.95
Nevada,Boulder City,Air,Inorganic Fertilizers,18.53
Nevada,Boulder City,Soil,Urban Activities,22.1
Nevada,Boulder City,Water,Industrial,24.78
Nevada,Boulder City,Air,Solid Waste,25.38
Nevada,Boulder City,Soil,Oxygen-depletion,24.41
Nevada,Boulder City,Water,Chemical,27.65
Nevada,Boulder City,Air,Surface water,28.74
Nevada,Boulder City,Soil,Groundwater,29.04
Illinois,Reno,Water,Oxygen-depletion,30.05
Illinois,Reno,Air,Chemical,30.69
Illinois,Reno,Soil,Surface water,31.75
Illinois,Reno,Water,Groundwater,31.26
Illinois,Reno,Air,Light,29.22
Illinois,Reno,Soil,Noise,35.29
Illinois,Reno,Water,Inferior Irrigation,-6.64
Illinois,Reno,Air,Inorganic Fertilizers,37.46
Illinois,Reno,Soil,Urban Activities,37.32
Illinois,Reno,Water,Industrial,39.81
Illinois,Reno,Air,Solid Waste,40.92
Illinois,Reno,Soil,Oxygen-depletion,41.31
Illinois,Reno,Water,Chemical,42.01
Illinois,Reno,Air,Surface water,41.41
Illinois,Reno,Soil,Groundwater,44.51
Michigan,Las Vegas,Water,Oxygen-depletion,44.09
Michigan,Las Vegas,Air,Chemical,44.84
Michigan,Las Vegas,Soil,Surface water,50.11
Michigan,Las Vegas,Water,Groundwater,51.6
Michigan,Las Vegas,Air,Light,52.63
Michigan,Las Vegas,Soil,Noise,52.05
Michigan,Las Vegas,Water,Inferior Irrigation,53.45
Michigan,Las Vegas,Air,Inorganic Fertilizers,55.0
Michigan,Las Vegas,Soil,Urban Activities,50.3
Michigan,Las Vegas,Water,Industrial,57.43
Michigan,Las Vegas,Air,Solid Waste,57.22
Michigan,Las Vegas,Soil,Oxygen-depletion,57.06
Michigan,Las Vegas,Water,Chemical,60.94
Michigan,Las Vegas,Air,Surface water,61.39
Michigan,Las Vegas,Soil,Groundwater,57.11
Nevada,Champaign,Water,Oxygen-depletion,61.74
Nevada,Champaign,Air,Chemical,64.63
Nevada,Champaign,Soil,Surface water,65.18
Nevada,Champaign,Water,Groundwater,57.09
Nevada,Champaign,Air,Light,-90.25
Nevada,Champaign,Soil,Noise,69.18
