Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Export,2015,Meat,Camel,643.6
Export,2015,Dairy,Chicken,772.61
Export,2015,Meat,Cheese,391.51
Export,2015,Dairy,Butter,137.99
Export,2015,Meat,Yoghurt,908.04
Export,2015,Dairy,Camel,782.77
Export,2021,Meat,Camel,530.92
Export,2021,Dairy,Chicken,282.65
Export,2021,Meat,Cheese,27.02
Export,2021,Dairy,Butter,284.71
Export,2021,Meat,Yoghurt,800.49
Export,2021,Dairy,Camel,933.39
Export,2019,Meat,Camel,679.73
Export,2019,Dairy,Chicken,940.66
Export,2019,Meat,Cheese,684.22
Export,2019,Dairy,Butter,311.58
Export,2019,Meat,Yoghurt,572.85
Export,2019,Dairy,Camel,450.99
Export,2015,Meat,Camel,324.4
Export,2015,Dairy,Chicken,733.28
Export,2015,Meat,Cheese,352.4
Export,2015,Dairy,Butter,498.56
Export,2015,Meat,Yoghurt,375.95
Export,2015,Dairy,Camel,891.24
