State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Georgia,Washington,Water,Chemical,-0.72
Georgia,Washington,Air,Oxygen-depletion,-0.98
Georgia,Washington,Soil,Surface water,2.39
Georgia,Washington,Water,Groundwater,-0.7
Georgia,Washington,Air,Thermal,6.34
Georgia,Washington,Soil,Light,8.14
Georgia,Washington,Water,Industrial,10.04
Georgia,Washington,Air,Inorganic Fertilizers,11.33
Georgia,Washington,Soil,Chemical,12.05
Georgia,Washington,Water,Oxygen-depletion,12.87
Georgia,Washington,Air,Surface water,14.18
Georgia,Washington,Soil,Groundwater,14.24
Michigan,Albany,Water,Chemical,11.62
Michigan,Albany,Air,Oxygen-depletion,15.59
Michigan,Albany,Soil,Surface water,21.79
Michigan,Albany,Water,Groundwater,22.18
Michigan,Albany,Air,Thermal,23.8
Michigan,Albany,Soil,Light,31.7
Michigan,Albany,Water,Industrial,36.4
Michigan,Albany,Air,Inorganic Fertilizers,36.25
Michigan,Albany,Soil,Chemical,36.54
Michigan,Albany,Water,Oxygen-depletion,39.41
Michigan,Albany,Air,Surface water,41.28
Michigan,Albany,Soil,Groundwater,42.42
California,Port Huron,Water,Chemical,43.33
California,Port Huron,Air,Oxygen-depletion,46.23
California,Port Huron,Soil,Surface water,47.67
California,Port Huron,Water,Groundwater,55.45
California,Port Huron,Air,Thermal,55.97
California,Port Huron,Soil,Light,57.82
California,Port Huron,Water,Industrial,59.38
California,Port Huron,Air,Inorganic Fertilizers,63.67
California,Port Huron,Soil,Chemical,66.22
California,Port Huron,Water,Oxygen-depletion,77.41
California,Port Huron,Air,Surface water,83.36
California,Port Huron,Soil,Groundwater,84.69
Georgia,Detroit,Water,Chemical,86.65
Georgia,Detroit,Air,Oxygen-depletion,88.13
Georgia,Detroit,Soil,Surface water,92.4
Georgia,Detroit,Water,Groundwater,97.29
Georgia,Detroit,Air,Thermal,-0.67
Georgia,Detroit,Soil,Light,-97.59
Georgia,Detroit,Water,Industrial,-87.0
Georgia,Detroit,Air,Inorganic Fertilizers,-86.25
Georgia,Detroit,Soil,Chemical,-85.36
Georgia,Detroit,Water,Oxygen-depletion,-84.48
Georgia,Detroit,Air,Surface water,-83.63
Georgia,Detroit,Soil,Groundwater,-83.4
Michigan,Flint,Water,Chemical,-81.28
Michigan,Flint,Air,Oxygen-depletion,-80.51
Michigan,Flint,Soil,Surface water,-79.39
Michigan,Flint,Water,Groundwater,-73.37
Michigan,Flint,Air,Thermal,-72.61
Michigan,Flint,Soil,Light,-69.74
Michigan,Flint,Water,Industrial,-67.01
Michigan,Flint,Air,Inorganic Fertilizers,-66.73
Michigan,Flint,Soil,Chemical,-64.05
Michigan,Flint,Water,Oxygen-depletion,-63.53
Michigan,Flint,Air,Surface water,-62.43
Michigan,Flint,Soil,Groundwater,-56.36
California,Berkeley,Water,Chemical,-53.85
California,Berkeley,Air,Oxygen-depletion,-50.31
California,Berkeley,Soil,Surface water,-46.01
California,Berkeley,Water,Groundwater,-44.43
California,Berkeley,Air,Thermal,-42.51
California,Berkeley,Soil,Light,-39.95
California,Berkeley,Water,Industrial,-38.08
California,Berkeley,Air,Inorganic Fertilizers,-31.3
California,Berkeley,Soil,Chemical,-31.59
California,Berkeley,Water,Oxygen-depletion,-31.98
California,Berkeley,Air,Surface water,-29.96
California,Berkeley,Soil,Groundwater,-27.68
Georgia,Los-Angeles,Water,Chemical,-30.6
Georgia,Los-Angeles,Air,Oxygen-depletion,-28.91
Georgia,Los-Angeles,Soil,Surface water,-23.91
Georgia,Los-Angeles,Water,Groundwater,-20.42
Georgia,Los-Angeles,Air,Thermal,-19.67
Georgia,Los-Angeles,Soil,Light,-16.17
Georgia,Los-Angeles,Water,Industrial,-15.66
Georgia,Los-Angeles,Air,Inorganic Fertilizers,-13.9
Georgia,Los-Angeles,Soil,Chemical,-10.23
Georgia,Los-Angeles,Water,Oxygen-depletion,-10.87
Georgia,Los-Angeles,Air,Surface water,-6.88
Georgia,Los-Angeles,Soil,Groundwater,-1.26
