State,City,Year,Polluted element,Type of pollution,Value
State,City,Year,Polluted_element,Type_of_pollution,Value
Florida,Fort Lauderdale,2020,Water,Oxygen-depletion,0.96
Florida,Fort Lauderdale,2020,Soil,Chemical,2.99
Florida,Fort Lauderdale,2020,Air,Groundwater,3.61
Florida,Fort Lauderdale,2020,Water,Surface water,6.52
Florida,Fort Lauderdale,2020,Soil,Inorganic Fertilizers,8.48
Florida,Fort Lauderdale,2020,Air,Industrial,12.93
Florida,Fort Lauderdale,2020,Water,Urban Activities,18.96
Florida,Fort Lauderdale,2020,Soil,Light,24.99
Florida,Fort Lauderdale,2020,Air,Thermal,27.1
Florida,Fort Lauderdale,2020,Water,Noise,29.29
Florida,Fort Lauderdale,2020,Soil,Oxygen-depletion,31.85
Florida,Fort Lauderdale,2020,Air,Chemical,32.53
Maryland,Tampa,2016,Water,Oxygen-depletion,-95.05
Maryland,Tampa,2016,Soil,Chemical,-92.35
Maryland,Tampa,2016,Air,Groundwater,-92.79
Maryland,Tampa,2016,Water,Surface water,40.93
Maryland,Tampa,2016,Soil,Inorganic Fertilizers,44.42
Maryland,Tampa,2016,Air,Industrial,44.69
Maryland,Tampa,2016,Water,Urban Activities,45.99
Maryland,Tampa,2016,Soil,Light,51.33
Maryland,Tampa,2016,Air,Thermal,59.64
Maryland,Tampa,2016,Water,Noise,-68.64
Maryland,Tampa,2016,Soil,Oxygen-depletion,64.16
Maryland,Tampa,2016,Air,Chemical,-60.04
Florida,Columbia,2018,Water,Oxygen-depletion,70.2
Florida,Columbia,2018,Soil,Chemical,73.08
Florida,Columbia,2018,Air,Groundwater,-54.5
Florida,Columbia,2018,Water,Surface water,-53.78
Florida,Columbia,2018,Soil,Inorganic Fertilizers,75.26
Florida,Columbia,2018,Air,Industrial,80.29
Florida,Columbia,2018,Water,Urban Activities,-47.81
Florida,Columbia,2018,Soil,Light,82.7
Florida,Columbia,2018,Air,Thermal,-46.76
Florida,Columbia,2018,Water,Noise,-44.34
Florida,Columbia,2018,Soil,Oxygen-depletion,-43.83
Florida,Columbia,2018,Air,Chemical,82.23
Maryland,Baltimore,2022,Water,Oxygen-depletion,-41.92
Maryland,Baltimore,2022,Soil,Chemical,87.83
Maryland,Baltimore,2022,Air,Groundwater,-33.13
Maryland,Baltimore,2022,Water,Surface water,-26.44
Maryland,Baltimore,2022,Soil,Inorganic Fertilizers,-26.51
Maryland,Baltimore,2022,Air,Industrial,-20.5
Maryland,Baltimore,2022,Water,Urban Activities,-19.88
Maryland,Baltimore,2022,Soil,Light,-19.48
Maryland,Baltimore,2022,Air,Thermal,-3.34
Maryland,Baltimore,2022,Water,Noise,-15.7
Maryland,Baltimore,2022,Soil,Oxygen-depletion,-4.21
Maryland,Baltimore,2022,Air,Chemical,-3.49
