Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Import,2016,Meat,Beef,645.35
Import,2016,Beverage,Camel,10.38
Import,2016,Cereals,Soda,400.39
Import,2016,Meat,Tea,145.16
Import,2016,Beverage,Coffee,786.09
Import,2016,Cereals,Rice,790.79
Import,2016,Meat,Oats,278.4
Import,2016,Beverage,Beef,407.43
Import,2016,Cereals,Camel,28.18
Import,2021,Meat,Beef,669.07
Import,2021,Beverage,Camel,289.02
Import,2021,Cereals,Soda,163.61
Import,2021,Meat,Tea,35.83
Import,2021,Beverage,Coffee,295.65
Import,2021,Cereals,Rice,680.34
Import,2021,Meat,Oats,428.27
Import,2021,Beverage,Beef,822.6
Import,2021,Cereals,Camel,822.08
Import,2019,Meat,Beef,313.58
Import,2019,Beverage,Camel,572.38
Import,2019,Cereals,Soda,957.16
Import,2019,Meat,Tea,960.8
Import,2019,Beverage,Coffee,961.24
Import,2019,Cereals,Rice,706.89
Import,2019,Meat,Oats,197.05
Import,2019,Beverage,Beef,583.92
Import,2019,Cereals,Camel,339.53
Import,2016,Meat,Beef,212.16
Import,2016,Beverage,Camel,600.87
Import,2016,Cereals,Soda,989.91
Import,2016,Meat,Tea,990.2
Import,2016,Beverage,Coffee,94.13
Import,2016,Cereals,Rice,497.98
Import,2016,Meat,Oats,114.11
Import,2016,Beverage,Beef,884.53
Import,2016,Cereals,Camel,762.73
