Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Service,Hospital,Q2,April,1.27
Service,Hospital,Q3,June,12.8
Service,Hospital,Q2,May,12.08
Service,Hospital,Q3,July,16.32
Service,Hospital,Q2,August,17.23
Service,Hospital,Q3,April,19.3
Culture,School,Q2,April,23.73
Culture,School,Q3,June,32.85
Culture,School,Q2,May,35.77
Culture,School,Q3,July,36.6
Culture,School,Q2,August,37.62
Culture,School,Q3,April,36.19
Service,Library,Q2,April,41.4
Service,Library,Q3,June,42.46
Service,Library,Q2,May,57.24
Service,Library,Q3,July,59.08
Service,Library,Q2,August,64.11
Service,Library,Q3,April,64.6
Culture,Concert,Q2,April,74.71
Culture,Concert,Q3,June,75.34
Culture,Concert,Q2,May,75.79
Culture,Concert,Q3,July,79.89
Culture,Concert,Q2,August,80.77
Culture,Concert,Q3,April,81.37
Service,Museum,Q2,April,81.99
Service,Museum,Q3,June,79.79
Service,Museum,Q2,May,79.0
Service,Museum,Q3,July,86.12
Service,Museum,Q2,August,94.91
Service,Museum,Q3,April,97.08
