Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Export,2019,Q2,Beverage,Coffee,514.95
Export,2019,Q2,Meat,Juice,130.63
Export,2019,Q2,Cereals,Tea,140.92
Export,2019,Q2,Beverage,Beef,143.07
Export,2019,Q2,Meat,Chicken,272.13
Export,2019,Q2,Cereals,Wheat,16.33
Export,2019,Q2,Beverage,Soybeans,150.93
Export,2019,Q2,Meat,Coffee,22.13
Export,2019,Q2,Cereals,Juice,408.04
Export,2021,Q2,Beverage,Coffee,919.61
Export,2021,Q2,Meat,Juice,534.2
Export,2021,Q2,Cereals,Tea,922.81
Export,2021,Q2,Beverage,Beef,799.89
Export,2021,Q2,Meat,Chicken,673.63
Export,2021,Q2,Cereals,Wheat,807.72
Export,2021,Q2,Beverage,Soybeans,425.7
Export,2021,Q2,Meat,Coffee,42.27
Export,2021,Q2,Cereals,Juice,685.19
Export,2017,Q2,Beverage,Coffee,46.61
Export,2017,Q2,Meat,Juice,816.37
Export,2017,Q2,Cereals,Tea,817.21
Export,2017,Q2,Beverage,Beef,434.3
Export,2017,Q2,Meat,Chicken,308.21
Export,2017,Q2,Cereals,Wheat,444.47
Export,2017,Q2,Beverage,Soybeans,957.84
Export,2017,Q2,Meat,Coffee,318.2
Export,2017,Q2,Cereals,Juice,703.78
Export,2019,Q2,Beverage,Coffee,448.49
Export,2019,Q2,Meat,Juice,836.1
Export,2019,Q2,Cereals,Tea,582.62
Export,2019,Q2,Beverage,Beef,586.19
Export,2019,Q2,Meat,Chicken,463.18
Export,2019,Q2,Cereals,Wheat,336.3
Export,2019,Q2,Beverage,Soybeans,339.54
Export,2019,Q2,Meat,Coffee,980.3
Export,2019,Q2,Cereals,Juice,613.53
Export,2021,Q2,Beverage,Coffee,103.45
Export,2021,Q2,Meat,Juice,105.78
Export,2021,Q2,Cereals,Tea,107.62
Export,2021,Q2,Beverage,Beef,237.55
Export,2021,Q2,Meat,Chicken,623.77
Export,2021,Q2,Cereals,Wheat,241.58
Export,2021,Q2,Beverage,Soybeans,627.71
Export,2021,Q2,Meat,Coffee,500.31
Export,2021,Q2,Cereals,Juice,378.1
