Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Production,Workshop,Q1,February,1.89
Production,Workshop,Q2,March,5.95
Production,Workshop,Q1,January,6.95
Production,Workshop,Q2,June,5.83
Production,Workshop,Q1,May,9.9
Production,Workshop,Q2,February,9.2
Service,Factory,Q1,February,11.45
Service,Factory,Q2,March,14.33
Service,Factory,Q1,January,19.94
Service,Factory,Q2,June,24.15
Service,Factory,Q1,May,25.16
Service,Factory,Q2,February,28.12
Residential,Library,Q1,February,30.52
Residential,Library,Q2,March,31.16
Residential,Library,Q1,January,32.17
Residential,Library,Q2,June,33.05
Residential,Library,Q1,May,36.06
Residential,Library,Q2,February,37.47
Production,School,Q1,February,40.3
Production,School,Q2,March,40.33
Production,School,Q1,January,42.73
Production,School,Q2,June,42.51
Production,School,Q1,May,44.93
Production,School,Q2,February,44.38
Service,Hospital,Q1,February,45.6
Service,Hospital,Q2,March,40.2
Service,Hospital,Q1,January,48.99
Service,Hospital,Q2,June,47.37
Service,Hospital,Q1,May,56.95
Service,Hospital,Q2,February,57.9
Residential,Hotel,Q1,February,58.37
Residential,Hotel,Q2,March,59.44
Residential,Hotel,Q1,January,63.91
Residential,Hotel,Q2,June,65.61
Residential,Hotel,Q1,May,68.38
Residential,Hotel,Q2,February,69.58
Production,Apartment,Q1,February,70.96
Production,Apartment,Q2,March,68.14
Production,Apartment,Q1,January,81.95
Production,Apartment,Q2,June,82.32
Production,Apartment,Q1,May,83.98
Production,Apartment,Q2,February,84.79
Service,House,Q1,February,85.5
Service,House,Q2,March,91.52
Service,House,Q1,January,93.1
Service,House,Q2,June,94.29
Service,House,Q1,May,98.71
Service,House,Q2,February,99.71
