Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Export,2016,Cereals,Oats,996.73
Export,2016,Meat,Seeds,837.25
Export,2016,Cereals,Corn,454.18
Export,2016,Meat,Chicken,743.88
Export,2016,Cereals,Lamb,776.5
Export,2016,Meat,Oats,424.54
Export,2019,Cereals,Oats,874.02
Export,2019,Meat,Seeds,266.72
Export,2019,Cereals,Corn,410.4
Export,2019,Meat,Chicken,656.42
Export,2019,Cereals,Lamb,373.23
Export,2019,Meat,Oats,598.36
Export,2016,Cereals,Oats,344.32
Export,2016,Meat,Seeds,922.58
Export,2016,Cereals,Corn,158.28
Export,2016,Meat,Chicken,796.76
Export,2016,Cereals,Lamb,606.75
Export,2016,Meat,Oats,703.24
