Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Production,Factory,Q4,December,Nevada,Boulder City,1.77
Production,Factory,Q3,October,Illinois,Reno,3.34
Production,Factory,Q4,November,Nevada,Champaign,3.71
Production,Factory,Q3,August,Illinois,Boulder City,4.85
Production,Factory,Q4,September,Nevada,Reno,9.21
Production,Factory,Q3,July,Illinois,Champaign,10.96
Residential,Workshop,Q4,December,Nevada,Boulder City,18.3
Residential,Workshop,Q3,October,Illinois,Reno,20.08
Residential,Workshop,Q4,November,Nevada,Champaign,23.91
Residential,Workshop,Q3,August,Illinois,Boulder City,25.37
Residential,Workshop,Q4,September,Nevada,Reno,26.39
Residential,Workshop,Q3,July,Illinois,Champaign,25.39
Culture,Apartment,Q4,December,Nevada,Boulder City,29.21
Culture,Apartment,Q3,October,Illinois,Reno,35.24
Culture,Apartment,Q4,November,Nevada,Champaign,37.69
Culture,Apartment,Q3,August,Illinois,Boulder City,40.34
Culture,Apartment,Q4,September,Nevada,Reno,43.06
Culture,Apartment,Q3,July,Illinois,Champaign,45.24
Production,Hotel,Q4,December,Nevada,Boulder City,50.42
Production,Hotel,Q3,October,Illinois,Reno,50.92
Production,Hotel,Q4,November,Nevada,Champaign,52.82
Production,Hotel,Q3,August,Illinois,Boulder City,55.0
Production,Hotel,Q4,September,Nevada,Reno,60.92
Production,Hotel,Q3,July,Illinois,Champaign,60.55
Residential,Theatre,Q4,December,Nevada,Boulder City,63.78
Residential,Theatre,Q3,October,Illinois,Reno,65.29
Residential,Theatre,Q4,November,Nevada,Champaign,66.19
Residential,Theatre,Q3,August,Illinois,Boulder City,67.95
Residential,Theatre,Q4,September,Nevada,Reno,69.7
Residential,Theatre,Q3,July,Illinois,Champaign,70.04
Culture,Concert,Q4,December,Nevada,Boulder City,73.31
Culture,Concert,Q3,October,Illinois,Reno,82.55
Culture,Concert,Q4,November,Nevada,Champaign,91.36
Culture,Concert,Q3,August,Illinois,Boulder City,91.74
Culture,Concert,Q4,September,Nevada,Reno,95.89
Culture,Concert,Q3,July,Illinois,Champaign,96.64
