State,City,Year,Polluted element,Type of pollution,Value
State,City,Year,Polluted_element,Type_of_pollution,Value
Illinois,Chicago,2021,Soil,Solid Waste,-0.74
Illinois,Chicago,2021,Air,Inorganic Fertilizers,4.93
Illinois,Chicago,2021,Soil,Urban Activities,6.65
Illinois,Chicago,2021,Air,Light,9.32
Illinois,Chicago,2021,Soil,Noise,14.12
Illinois,Chicago,2021,Air,Thermal,-2.57
Florida,Springfield,2020,Soil,Solid Waste,24.87
Florida,Springfield,2020,Air,Inorganic Fertilizers,25.72
Florida,Springfield,2020,Soil,Urban Activities,24.71
Florida,Springfield,2020,Air,Light,-99.53
Florida,Springfield,2020,Soil,Noise,29.49
Florida,Springfield,2020,Air,Thermal,-95.19
California,Champaign,2022,Soil,Solid Waste,38.11
California,Champaign,2022,Air,Inorganic Fertilizers,39.32
California,Champaign,2022,Soil,Urban Activities,-89.06
California,Champaign,2022,Air,Light,45.2
California,Champaign,2022,Soil,Noise,47.1
California,Champaign,2022,Air,Thermal,-80.3
Illinois,Tampa,2018,Soil,Solid Waste,-79.06
Illinois,Tampa,2018,Air,Inorganic Fertilizers,-80.79
Illinois,Tampa,2018,Soil,Urban Activities,54.37
Illinois,Tampa,2018,Air,Light,58.23
Illinois,Tampa,2018,Soil,Noise,59.47
Illinois,Tampa,2018,Air,Thermal,60.8
Florida,Fort Lauderdale,2021,Soil,Solid Waste,-64.88
Florida,Fort Lauderdale,2021,Air,Inorganic Fertilizers,65.62
Florida,Fort Lauderdale,2021,Soil,Urban Activities,67.81
Florida,Fort Lauderdale,2021,Air,Light,-53.34
Florida,Fort Lauderdale,2021,Soil,Noise,76.51
Florida,Fort Lauderdale,2021,Air,Thermal,77.47
California,Berkeley,2020,Soil,Solid Waste,77.93
California,Berkeley,2020,Air,Inorganic Fertilizers,79.0
California,Berkeley,2020,Soil,Urban Activities,-46.96
California,Berkeley,2020,Air,Light,83.34
California,Berkeley,2020,Soil,Noise,87.33
California,Berkeley,2020,Air,Thermal,-35.69
Illinois,Malibu,2022,Soil,Solid Waste,94.12
Illinois,Malibu,2022,Air,Inorganic Fertilizers,95.45
Illinois,Malibu,2022,Soil,Urban Activities,96.94
Illinois,Malibu,2022,Air,Light,97.33
Illinois,Malibu,2022,Soil,Noise,-30.02
Illinois,Malibu,2022,Air,Thermal,99.5
Florida,San Francisco,2018,Soil,Solid Waste,-23.01
Florida,San Francisco,2018,Air,Inorganic Fertilizers,-13.57
Florida,San Francisco,2018,Soil,Urban Activities,-9.89
Florida,San Francisco,2018,Air,Light,-7.21
Florida,San Francisco,2018,Soil,Noise,-6.08
Florida,San Francisco,2018,Air,Thermal,-2.34
