Degree,Gender,Nationality,Year,Language,Value
Degree,Gender,Nationality,Year,Language,Value
BSc,Female,Qatari,2016/2017,Spanish,193.07
BSc,Female,Qatari,2022/2023,Arabic,457.65
BSc,Female,Qatari,2019/2020,English,233.62
BSc,Female,Qatari,2015/2016,Spanish,267.74
BSc,Female,Qatari,2016/2017,Spanish,169.35
BSc,Female,Qatari,2022/2023,Arabic,346.33
BSc,Female,Qatari,2019/2020,English,237.01
BSc,Female,Qatari,2015/2016,Spanish,63.41
BSc,Female,Qatari,2016/2017,Spanish,314.4
BSc,Female,Qatari,2022/2023,Arabic,315.14
BSc,Female,Qatari,2019/2020,English,445.34
BSc,Female,Qatari,2015/2016,Spanish,63.91
