State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Georgia,Columbus,Water,Chemical,11.79
Georgia,Columbus,Air,Surface water,13.33
Georgia,Columbus,Soil,Groundwater,17.56
Georgia,Columbus,Water,Oxygen-depletion,17.42
Georgia,Columbus,Air,Noise,18.13
Georgia,Columbus,Soil,Thermal,19.48
Georgia,Columbus,Water,Light,22.04
Georgia,Columbus,Air,Industrial,24.62
Georgia,Columbus,Soil,Inferior Irrigation,29.73
Georgia,Columbus,Water,Urban Activities,29.08
Georgia,Columbus,Air,Inorganic Fertilizers,32.61
Georgia,Columbus,Soil,Solid Waste,33.27
Georgia,Columbus,Water,Chemical,32.6
Georgia,Columbus,Air,Surface water,35.27
Georgia,Columbus,Soil,Groundwater,36.39
Minnesota,Washington,Water,Chemical,34.61
Minnesota,Washington,Air,Surface water,33.79
Minnesota,Washington,Soil,Groundwater,38.37
Minnesota,Washington,Water,Oxygen-depletion,41.12
Minnesota,Washington,Air,Noise,42.2
Minnesota,Washington,Soil,Thermal,42.27
Minnesota,Washington,Water,Light,42.03
Minnesota,Washington,Air,Industrial,46.26
Minnesota,Washington,Soil,Inferior Irrigation,48.37
Minnesota,Washington,Water,Urban Activities,49.97
Minnesota,Washington,Air,Inorganic Fertilizers,49.17
Minnesota,Washington,Soil,Solid Waste,52.12
Minnesota,Washington,Water,Chemical,52.77
Minnesota,Washington,Air,Surface water,54.88
Minnesota,Washington,Soil,Groundwater,55.27
Maryland,Albany,Water,Chemical,57.59
Maryland,Albany,Air,Surface water,59.35
Maryland,Albany,Soil,Groundwater,61.43
Maryland,Albany,Water,Oxygen-depletion,63.36
Maryland,Albany,Air,Noise,65.05
Maryland,Albany,Soil,Thermal,66.12
Maryland,Albany,Water,Light,69.07
Maryland,Albany,Air,Industrial,71.07
Maryland,Albany,Soil,Inferior Irrigation,73.71
Maryland,Albany,Water,Urban Activities,75.17
Maryland,Albany,Air,Inorganic Fertilizers,76.25
Maryland,Albany,Soil,Solid Waste,76.6
Maryland,Albany,Water,Chemical,78.8
Maryland,Albany,Air,Surface water,81.6
Maryland,Albany,Soil,Groundwater,82.66
Georgia,Minneapolis,Water,Chemical,87.74
Georgia,Minneapolis,Air,Surface water,88.85
Georgia,Minneapolis,Soil,Groundwater,88.41
Georgia,Minneapolis,Water,Oxygen-depletion,90.09
Georgia,Minneapolis,Air,Noise,87.57
Georgia,Minneapolis,Soil,Thermal,94.37
Georgia,Minneapolis,Water,Light,97.21
Georgia,Minneapolis,Air,Industrial,98.82
Georgia,Minneapolis,Soil,Inferior Irrigation,99.68
Georgia,Minneapolis,Water,Urban Activities,98.55
Georgia,Minneapolis,Air,Inorganic Fertilizers,98.16
Georgia,Minneapolis,Soil,Solid Waste,99.55
Georgia,Minneapolis,Water,Chemical,-0.09
Georgia,Minneapolis,Air,Surface water,0.62
Georgia,Minneapolis,Soil,Groundwater,0.59
Minnesota,Hastings,Water,Chemical,-95.46
Minnesota,Hastings,Air,Surface water,-90.62
Minnesota,Hastings,Soil,Groundwater,-84.92
Minnesota,Hastings,Water,Oxygen-depletion,-83.59
Minnesota,Hastings,Air,Noise,-84.89
Minnesota,Hastings,Soil,Thermal,-78.38
Minnesota,Hastings,Water,Light,-77.27
Minnesota,Hastings,Air,Industrial,-77.61
Minnesota,Hastings,Soil,Inferior Irrigation,-74.25
Minnesota,Hastings,Water,Urban Activities,-73.4
Minnesota,Hastings,Air,Inorganic Fertilizers,-73.81
Minnesota,Hastings,Soil,Solid Waste,-72.4
Minnesota,Hastings,Water,Chemical,-67.59
Minnesota,Hastings,Air,Surface water,-65.17
Minnesota,Hastings,Soil,Groundwater,-64.12
Maryland,Columbia,Water,Chemical,-63.54
Maryland,Columbia,Air,Surface water,-64.74
Maryland,Columbia,Soil,Groundwater,-61.63
Maryland,Columbia,Water,Oxygen-depletion,-58.54
Maryland,Columbia,Air,Noise,-58.68
Maryland,Columbia,Soil,Thermal,-56.34
Maryland,Columbia,Water,Light,-55.82
Maryland,Columbia,Air,Industrial,-54.45
Maryland,Columbia,Soil,Inferior Irrigation,-54.94
Maryland,Columbia,Water,Urban Activities,-54.28
Maryland,Columbia,Air,Inorganic Fertilizers,-51.55
Maryland,Columbia,Soil,Solid Waste,-49.75
Maryland,Columbia,Water,Chemical,-48.05
Maryland,Columbia,Air,Surface water,-43.96
Maryland,Columbia,Soil,Groundwater,-40.27
Georgia,Aberdeen,Water,Chemical,-39.19
Georgia,Aberdeen,Air,Surface water,-40.46
Georgia,Aberdeen,Soil,Groundwater,-35.83
Georgia,Aberdeen,Water,Oxygen-depletion,-34.45
Georgia,Aberdeen,Air,Noise,-24.49
Georgia,Aberdeen,Soil,Thermal,-20.64
Georgia,Aberdeen,Water,Light,-18.64
Georgia,Aberdeen,Air,Industrial,-16.17
Georgia,Aberdeen,Soil,Inferior Irrigation,-15.9
Georgia,Aberdeen,Water,Urban Activities,-14.52
Georgia,Aberdeen,Air,Inorganic Fertilizers,-14.63
Georgia,Aberdeen,Soil,Solid Waste,-11.31
Georgia,Aberdeen,Water,Chemical,-6.59
Georgia,Aberdeen,Air,Surface water,-2.48
Georgia,Aberdeen,Soil,Groundwater,-1.92
