State,City,Year,Polluted element,Type of pollution,Value
State,City,Year,Polluted_element,Type_of_pollution,Value
Georgia,Washington,2018,Air,Light,2.84
Georgia,Washington,2018,Soil,Noise,3.44
Georgia,Washington,2018,Water,Thermal,3.68
Georgia,Washington,2018,Air,Solid Waste,10.46
Georgia,Washington,2018,Soil,Inorganic Fertilizers,11.13
Georgia,Washington,2018,Water,Inferior Irrigation,12.49
Georgia,Washington,2018,Air,Industrial,13.84
Georgia,Washington,2018,Soil,Groundwater,13.35
Georgia,Washington,2018,Water,Surface water,15.79
Georgia,Washington,2018,Air,Light,17.79
Georgia,Washington,2018,Soil,Noise,18.82
Georgia,Washington,2018,Water,Thermal,19.63
Minnesota,Albany,2019,Air,Light,20.4
Minnesota,Albany,2019,Soil,Noise,-96.15
Minnesota,Albany,2019,Water,Thermal,34.35
Minnesota,Albany,2019,Air,Solid Waste,35.09
Minnesota,Albany,2019,Soil,Inorganic Fertilizers,-89.26
Minnesota,Albany,2019,Water,Inferior Irrigation,-86.45
Minnesota,Albany,2019,Air,Industrial,43.95
Minnesota,Albany,2019,Soil,Groundwater,-84.35
Minnesota,Albany,2019,Water,Surface water,-86.78
Minnesota,Albany,2019,Air,Light,-82.63
Minnesota,Albany,2019,Soil,Noise,47.96
Minnesota,Albany,2019,Water,Thermal,-80.79
Georgia,Rochester,2017,Air,Light,54.34
Georgia,Rochester,2017,Soil,Noise,55.84
Georgia,Rochester,2017,Water,Thermal,56.93
Georgia,Rochester,2017,Air,Solid Waste,55.9
Georgia,Rochester,2017,Soil,Inorganic Fertilizers,-69.59
Georgia,Rochester,2017,Water,Inferior Irrigation,-68.73
Georgia,Rochester,2017,Air,Industrial,-69.15
Georgia,Rochester,2017,Soil,Groundwater,-66.03
Georgia,Rochester,2017,Water,Surface water,-63.53
Georgia,Rochester,2017,Air,Light,-60.57
Georgia,Rochester,2017,Soil,Noise,68.65
Georgia,Rochester,2017,Water,Thermal,-59.86
Minnesota,Minneapolis,2015,Air,Light,-59.19
Minnesota,Minneapolis,2015,Soil,Noise,-56.87
Minnesota,Minneapolis,2015,Water,Thermal,-50.86
Minnesota,Minneapolis,2015,Air,Solid Waste,80.36
Minnesota,Minneapolis,2015,Soil,Inorganic Fertilizers,-47.64
Minnesota,Minneapolis,2015,Water,Inferior Irrigation,82.39
Minnesota,Minneapolis,2015,Air,Industrial,-3.03
Minnesota,Minneapolis,2015,Soil,Groundwater,-48.37
Minnesota,Minneapolis,2015,Water,Surface water,-44.19
Minnesota,Minneapolis,2015,Air,Light,-45.27
Minnesota,Minneapolis,2015,Soil,Noise,-38.2
Minnesota,Minneapolis,2015,Water,Thermal,92.52
Georgia,Hastings,2018,Air,Light,93.57
Georgia,Hastings,2018,Soil,Noise,-34.5
Georgia,Hastings,2018,Water,Thermal,-30.97
Georgia,Hastings,2018,Air,Solid Waste,99.91
Georgia,Hastings,2018,Soil,Inorganic Fertilizers,-22.0
Georgia,Hastings,2018,Water,Inferior Irrigation,-21.13
Georgia,Hastings,2018,Air,Industrial,-14.39
Georgia,Hastings,2018,Soil,Groundwater,-14.75
Georgia,Hastings,2018,Water,Surface water,-12.28
Georgia,Hastings,2018,Air,Light,-3.32
Georgia,Hastings,2018,Soil,Noise,-2.97
Georgia,Hastings,2018,Water,Thermal,-1.11
