Degree,Gender,Nationality,Year,Language,Value
Degree,Gender,Nationality,Year,Language,Value
BSc,Female,Non-Qatari,2021/2022,French,72.7
BSc,Female,Non-Qatari,2019/2020,English,233.42
BSc,Female,Non-Qatari,2022/2023,French,234.26
BSc,Female,Non-Qatari,2020/2021,English,330.95
BSc,Female,Non-Qatari,2015/2016,French,457.37
BSc,Female,Non-Qatari,2021/2022,French,427.31
BSc,Female,Non-Qatari,2019/2020,English,370.04
BSc,Female,Non-Qatari,2022/2023,French,211.73
BSc,Female,Non-Qatari,2020/2021,English,213.76
BSc,Female,Non-Qatari,2015/2016,French,342.99
BSc,Female,Non-Qatari,2021/2022,French,407.75
BSc,Female,Non-Qatari,2019/2020,English,181.95
BSc,Female,Non-Qatari,2022/2023,French,441.37
BSc,Female,Non-Qatari,2020/2021,English,443.16
BSc,Female,Non-Qatari,2015/2016,French,220.84
