Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Culture,Theatre,Q4,November,1.26
Culture,Theatre,Q2,October,5.35
Culture,Theatre,Q4,April,5.19
Culture,Theatre,Q2,May,7.69
Culture,Theatre,Q4,June,9.79
Culture,Theatre,Q2,November,10.67
Residential,Concert,Q4,November,15.6
Residential,Concert,Q2,October,20.82
Residential,Concert,Q4,April,21.69
Residential,Concert,Q2,May,24.22
Residential,Concert,Q4,June,28.14
Residential,Concert,Q2,November,30.31
Culture,Hotel,Q4,November,35.61
Culture,Hotel,Q2,October,38.63
Culture,Hotel,Q4,April,40.81
Culture,Hotel,Q2,May,40.29
Culture,Hotel,Q4,June,52.32
Culture,Hotel,Q2,November,55.94
Residential,House,Q4,November,57.68
Residential,House,Q2,October,62.97
Residential,House,Q4,April,62.44
Residential,House,Q2,May,72.29
Residential,House,Q4,June,77.32
Residential,House,Q2,November,78.1
Culture,Apartment,Q4,November,85.02
Culture,Apartment,Q2,October,93.09
Culture,Apartment,Q4,April,93.4
Culture,Apartment,Q2,May,93.0
Culture,Apartment,Q4,June,96.7
Culture,Apartment,Q2,November,97.38
