Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2018,Michigan,Detroit,Wind,Calm,0.73
2018,Michigan,Detroit,Temperature,Breeze,0.91
2018,Michigan,Detroit,Wind,21-30,2.34
2018,Michigan,Detroit,Temperature,11-20,3.81
2019,Illinois,Flint,Wind,Calm,2.85
2019,Illinois,Flint,Temperature,Breeze,8.46
2019,Illinois,Flint,Wind,21-30,9.74
2019,Illinois,Flint,Temperature,11-20,9.05
2017,Minnesota,Champaign,Wind,Calm,8.52
2017,Minnesota,Champaign,Temperature,Breeze,12.87
2017,Minnesota,Champaign,Wind,21-30,13.82
2017,Minnesota,Champaign,Temperature,11-20,14.6
2018,Michigan,Springfield,Wind,Calm,15.6
2018,Michigan,Springfield,Temperature,Breeze,11.17
2018,Michigan,Springfield,Wind,21-30,17.1
2018,Michigan,Springfield,Temperature,11-20,18.45
2019,Illinois,Chicago,Wind,Calm,19.1
2019,Illinois,Chicago,Temperature,Breeze,21.01
2019,Illinois,Chicago,Wind,21-30,22.93
2019,Illinois,Chicago,Temperature,11-20,22.3
2017,Minnesota,Rochester,Wind,Calm,24.26
2017,Minnesota,Rochester,Temperature,Breeze,25.89
2017,Minnesota,Rochester,Wind,21-30,22.49
2017,Minnesota,Rochester,Temperature,11-20,27.46
2018,Michigan,Minneapolis,Wind,Calm,27.03
2018,Michigan,Minneapolis,Temperature,Breeze,22.24
2018,Michigan,Minneapolis,Wind,21-30,24.25
2018,Michigan,Minneapolis,Temperature,11-20,25.92
2019,Illinois,Hastings,Wind,Calm,25.04
2019,Illinois,Hastings,Temperature,Breeze,25.5
2019,Illinois,Hastings,Wind,21-30,0.1
2019,Illinois,Hastings,Temperature,11-20,22.86
