State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Oregon,Salem,Soil,Inorganic Fertilizers,1.04
Oregon,Salem,Air,Urban Activities,2.03
Oregon,Salem,Water,Industrial,5.5
Oregon,Salem,Soil,Thermal,8.12
Oregon,Salem,Air,Light,15.55
Oregon,Salem,Water,Surface water,15.94
Oregon,Salem,Soil,Oxygen-depletion,23.88
Oregon,Salem,Air,Groundwater,25.62
Oregon,Salem,Water,Chemical,26.94
Oregon,Salem,Soil,Inorganic Fertilizers,29.89
Oregon,Salem,Air,Urban Activities,-98.48
Oregon,Salem,Water,Industrial,-97.3
Nevada,Redmond,Soil,Inorganic Fertilizers,29.75
Nevada,Redmond,Air,Urban Activities,-95.66
Nevada,Redmond,Water,Industrial,31.55
Nevada,Redmond,Soil,Thermal,-94.8
Nevada,Redmond,Air,Light,-91.59
Nevada,Redmond,Water,Surface water,37.05
Nevada,Redmond,Soil,Oxygen-depletion,-87.4
Nevada,Redmond,Air,Groundwater,41.43
Nevada,Redmond,Water,Chemical,-86.39
Nevada,Redmond,Soil,Inorganic Fertilizers,-86.51
Nevada,Redmond,Air,Urban Activities,47.17
Nevada,Redmond,Water,Industrial,-80.43
Oregon,Reno,Soil,Inorganic Fertilizers,-79.01
Oregon,Reno,Air,Urban Activities,-81.78
Oregon,Reno,Water,Industrial,-77.61
Oregon,Reno,Soil,Thermal,-73.96
Oregon,Reno,Air,Light,-72.75
Oregon,Reno,Water,Surface water,-71.37
Oregon,Reno,Soil,Oxygen-depletion,-70.14
Oregon,Reno,Air,Groundwater,61.42
Oregon,Reno,Water,Chemical,-66.82
Oregon,Reno,Soil,Inorganic Fertilizers,63.52
Oregon,Reno,Air,Urban Activities,64.18
Oregon,Reno,Water,Industrial,-64.04
Nevada,Boulder City,Soil,Inorganic Fertilizers,-65.67
Nevada,Boulder City,Air,Urban Activities,67.3
Nevada,Boulder City,Water,Industrial,-59.28
Nevada,Boulder City,Soil,Thermal,-56.54
Nevada,Boulder City,Air,Light,-55.03
Nevada,Boulder City,Water,Surface water,-54.55
Nevada,Boulder City,Soil,Oxygen-depletion,75.62
Nevada,Boulder City,Air,Groundwater,-52.17
Nevada,Boulder City,Water,Chemical,-55.16
Nevada,Boulder City,Soil,Inorganic Fertilizers,-46.72
Nevada,Boulder City,Air,Urban Activities,-45.48
Nevada,Boulder City,Water,Industrial,-46.65
Oregon,Las Vegas,Soil,Inorganic Fertilizers,-42.29
Oregon,Las Vegas,Air,Urban Activities,88.43
Oregon,Las Vegas,Water,Industrial,-39.66
Oregon,Las Vegas,Soil,Thermal,-37.69
Oregon,Las Vegas,Air,Light,-37.89
Oregon,Las Vegas,Water,Surface water,-35.22
Oregon,Las Vegas,Soil,Oxygen-depletion,-29.87
Oregon,Las Vegas,Air,Groundwater,-28.53
Oregon,Las Vegas,Water,Chemical,-27.82
Oregon,Las Vegas,Soil,Inorganic Fertilizers,-12.25
Oregon,Las Vegas,Air,Urban Activities,-11.33
Oregon,Las Vegas,Water,Industrial,-10.73
